source_date,stable_usage_key,liturgical_kind,celebration_id,mass_form,season,week,weekday,sunday_cycle,weekday_cycle,nigeria_calendar_title,primary_reference,primary_response,leaf_reference,leaf_response,gallery_reference,gallery_response,douay_rheims_full_text,rsvce_full_text,comparison_status
2024-01-18,NG|temporal|ordinary-time|2|thursday||II,temporal,,,ordinary-time,2,thursday,,II,Thursday of week 2 in Ordinary Time,,,"ps56:2-3,9-10ab,10c-11,12-13(r.5b)",In God I trust; I shall not fear.,"ps56:2-3,9-10a,10b-12,13-14",In God I trust; I shall not fear.,"In God I trust; I shall not fear.

2 Have mercy on me, O God, for man hath trodden me under foot; all the day long he hath afflicted me fighting against me.
3 My enemies have trodden on me all the day long; for they are many that make war against me.
9 I have declared to thee my life: thou hast set my tears in thy sight, As also in thy promise.
10a Then shall my enemies be turned back. In what day soever I shall call upon thee.
10b Behold I know thou art my God.
11 In God will I praise the word, in the Lord will I praise his speech.
12 In God have I hoped, I will not fear what man can do to me.
13 In me, O God, are vows to thee, which I will pay, praises to thee:
14 Because thou hast delivered my soul from death, my feet from falling: that I may please in the sight of God, in the light of the living.","In God I trust; I shall not fear.

Be gracious to me, O God, for men trample upon me; all day long foemen oppress me; my enemies trample upon me all day long, for many fight against me proudly.

Thou hast kept count of my tossings;put thou my tears in thy bottle! Are they not in thy book? Then my enemies will be turned back in the day when I call. This I know, that God is for me.

Then my enemies will be turned back in the day when I call. This I know, that God is for me. In God, whose word I praise, in the LORD, whose word I praise, in God I trust without a fear. What can man do to me?

My vows to thee I must perform, O God; I will render thank offerings to thee. For thou hast delivered my soul from death,yea, my feet from falling, that I may walk before God in the light of life.",reference_conflict
2024-01-19,NG|temporal|ordinary-time|2|friday||II,temporal,,,ordinary-time,2,friday,,II,"Friday of week 2 in Ordinary Time or Saint Fabian, Pope, Martyr or Saint Sebastian, Martyr",,,"ps57:2,3-4,6,11(r.2a)","Have mercy on me, God, have mercy.","ps57:2,3-4,6,11","Have mercy on me, God, have mercy.","Have mercy on me, God, have mercy.

2 Have mercy on me, O God, have mercy on me: for my soul trusteth in thee. And in the shadow of thy wings will I hope, until iniquity pass away.
3 I will cry to God the most High; to God who hath done good to me.
4 He hath sent from heaven and delivered me: he hath made them a reproach that trod upon me. God hath sent his mercy and his truth,
6 Be thou exalted, O God, above the heavens, and thy glory above all the earth.
11 For thy mercy is magnified even to the heavens: and thy truth unto the clouds.","Have mercy on me, God, have mercy.

Be merciful to me, O God,be merciful to me, for in thee my soul takes refuge;in the shadow of thy wings I will take refuge, till the storms of destruction pass by.

I cry to God Most High, to God who fulfils his purpose for me. He will send from heaven and save me,he will put to shame those who trample upon me. [Selah] God will send forth his steadfast love and his faithfulness!

Be exalted, O God, above the heavens! Let thy glory be over all the earth!

For thy steadfast love is great to the heavens, thy faithfulness to the clouds.",reference_and_response_match
2024-01-20,NG|celebration|cyprian_michael_iwene_tansi|day||,celebration,cyprian_michael_iwene_tansi,day,,,,,,"Blessed Cyprian Michael Iwene Tansi, Priest Feast",,,"ps57:2,3-4,6,11(r.2a)","Let your face shine on us, Lord, and we shall be saved.","ps80:2-3,5-7","Let us see your face, Lord, and we shall be saved.","Let us see your face, Lord, and we shall be saved.

2 Give ear, O thou that rulest Israel: thou that leadest Joseph like a sheep. Thou that sittest upon the cherubims, shine forth
3 Before Ephraim, Benjamin, and Manasses. Stir up thy might, and come to save us.
5 O Lord God of hosts, how long wilt thou be angry against the prayer of thy servant?
6 How long wilt thou feed us with the bread of tears: and give us for our drink tears in measure?
7 Thou hast made us to be a contradiction to our neighbours: and our enemies have scoffed at us.","Let your face shine on us, Lord, and we shall be saved.

Give ear, O Shepherd of Israel,thou who leadest Joseph like a flock! Thou who art enthroned upon the cherubim, shine forth before Ephraim and Benjamin and Manasseh! Stir up thy might, and come to save us!

O LORD God of hosts, how long wilt thou be angry with thy people's prayers? Thou hast fed them with the bread of tears, and given them tears to drink in full measure. Thou dost make us the scorn of our neighbors; and our enemies laugh among themselves.",reference_conflict
2024-01-21,NG|temporal|ordinary-time|3|sunday|B|,temporal,,,ordinary-time,3,sunday,B,,3rd Sunday in Ordinary Time (Sunday of the Word of God),,,"ps25:4-5ab,6,7bc,8-9(r.4a)","O Lord, make me know your ways.","ps25:4-5,6-7,8-9","Teach me your ways, O Lord.","Teach me your ways, O Lord.

4 Let all them be confounded that act unjust things without cause. shew, O Lord, thy ways to me, and teach me thy paths.
5 Direct me in thy truth, and teach me; for thou art God my Saviour; and on thee have I waited all the day long.
6 Remember, O Lord, thy bowels of compassion; and thy mercies that are from the beginning of the world.
7 The sins of my youth and my ignorances do not remember. According to thy mercy remember thou me: for thy goodness’ sake, O Lord.
8 The Lord is sweet and righteous: therefore he will give a law to sinners in the way.
9 He will guide the mild in judgment: he will teach the meek his ways.","O Lord, make me know your ways.

Make me to know thy ways, O LORD; teach me thy paths. Lead me in thy truth, and teach me,for thou art the God of my salvation; for thee I wait all the day long.

Be mindful of thy mercy, O LORD,and of thy steadfast love, for they have been from of old. Remember not the sins of my youth,or my transgressions;according to thy steadfast love remember me, for thy goodness' sake, O LORD!

Good and upright is the LORD; therefore he instructs sinners in the way. He leads the humble in what is right, and teaches the humble his way.",same_numbered_verses_reference_variant
2024-01-22,NG|temporal|ordinary-time|2|monday||II,temporal,,,ordinary-time,2,monday,,II,"Monday of week 3 in Ordinary Time or Saint Vincent, Deacon, Martyr",,,"ps89:20,21-22,25-26(r.25a)",My mercy and my faithfulness shall be with him.,"ps89:20,21-22,25-26",My faithfulness and my mercy shall be with him.,"My faithfulness and my mercy shall be with him.

20 Then thou spokest in a vision to thy saints, and saidst: I have laid help upon one that is mighty, and have exalted one chosen out of my people.
21 I have found David my servant: with my holy oil I have anointed him.
22 For my hand shall help him: and my arm shall strengthen him.
25 And my truth and my mercy shall be with him: and in my name shall his horn be exalted.
26 And I will set his hand in the sea; and his right hand in the rivers.","My mercy and my faithfulness shall be with him.

Of old thou didst speak in a vision to thy faithful one,and say: ""I have set the crown upon one who is mighty, I have exalted one chosen from the people.

I have found David, my servant; with my holy oil I have anointed him; so that my hand shall ever abide with him, my arm also shall strengthen him.

My faithfulness and my steadfast love shall be with him, and in my name shall his horn be exalted. I will set his hand on the sea and his right hand on the rivers.",reference_match_translation_response
2024-01-23,NG|temporal|ordinary-time|3|tuesday||II,temporal,,,ordinary-time,3,tuesday,,II,Tuesday of week 3 in Ordinary Time,,,"ps24:7,8,9,10(r.8ab)",Who is the king of glory? It is the Lord!,"ps24:7,8,9,10",Who is this king of glory? It is the Lord!,"Who is this king of glory? It is the Lord!

7 Lift up your gates, O ye princes, and be ye lifted up, O eternal gates: and the King of Glory shall enter in.
8 Who is this King of Glory? the Lord who is strong and mighty: the Lord mighty in battle.
9 Lift up your gates, O ye princes, and be ye lifted up, O eternal gates: and the King of Glory shall enter in.
10 Who is this King of Glory? the Lord of hosts, he is the King of Glory.","Who is the king of glory? It is the Lord!

Lift up your heads, O gates! and be lifted up, O ancient doors! that the King of glory may come in.

Who is the King of glory? The LORD, strong and mighty, the LORD, mighty in battle!

Lift up your heads, O gates! and be lifted up,  O ancient doors! that the King of glory may come in.

Who is this King of glory? The LORD of hosts, he is the King of glory! [Selah]",reference_match_translation_response
2024-01-24,NG|temporal|ordinary-time|3|wednesday||II,temporal,,,ordinary-time,3,wednesday,,II,"Saint Francis de Sales, Bishop, Doctor",,,"ps89:4-5,27-28,29-30(r.29a)",I will keep my faithful love for him always.,"ps89:4-5,27-28,29-30",For ever I will maintain my love for my servant.,"For ever I will maintain my love for my servant.

4 I have made a covenant with my elect: I have sworn to David my servant:
5 Thy seed will I settle for ever. And I will build up thy throne unto generation and generation.
27 He shall cry out to me: Thou art my father: my God, and the support of my salvation.
28 And I will make him my firstborn, high above the kings of the earth.
29 I will keep my mercy for him for ever: and my covenant faithful to him.
30 And I will make his seed to endure for evermore: and his throne as the days of heaven.","I will keep my faithful love for him always.

Thou hast said,""I have made a covenant with my chosen one, I have sworn to David my servant: 'I will establish your descendants for ever, and build your throne for all generations.'"" [Selah]

He shall cry to me, 'Thou art my Father, my God, and the Rock of my salvation.' And I will make him the first-born, the highest of the kings of the earth.

My steadfast love I will keep for him for ever, and my covenant will stand firm for him. I will establish his line for ever and his throne as the days of the heavens.",reference_match_translation_response
2024-01-25,NG|temporal|ordinary-time|3|thursday||II,temporal,,,ordinary-time,3,thursday,,II,"The Conversion of Saint Paul, Apostle Feast",,,"ps117:1,2(r.mark16:15)",Go into all the world and proclaim the gospel.,"ps117:1bc,2","Go out to all the world, and tell the Good News.","Go out to all the world, and tell the Good News.

or
1bc O praise the Lord, all ye nations: praise him, all ye people.
or
2 For his mercy is confirmed upon us: and the truth of the Lord remaineth for ever.
or","Go into all the world and proclaim the gospel.

Praise the LORD, all nations! Extol him, all peoples!

For great is his steadfast love toward us;and the faithfulness of the LORD endures for ever. Praise the LORD!",same_numbered_verses_reference_variant
2024-01-26,NG|temporal|ordinary-time|3|friday||II,temporal,,,ordinary-time,3,friday,,II,"Saints Timothy and Titus, Bishops",,,"ps96:1-2a,2b-3,7-8a,10(r.3)",Tell among all the peoples the wonders of the Lord.,"ps96:1-2a,2b-3,7-8a,10",Proclaim God’s marvelous deeds to all the nations.,"Proclaim God’s marvelous deeds to all the nations.

1 Sing ye to the Lord a new canticle: sing to the Lord, all the earth.
2a Sing ye to the Lord and bless his name.
2b Shew forth his salvation from day to day.
3 Declare his glory among the Gentiles: his wonders among all people.
7 Bring ye to the Lord, O ye kindreds of the Gentiles, bring ye to the Lord glory and honour:
8a Bring to the Lord glory unto his name.
10 Say ye among the Gentiles, the Lord hath reigned. For he hath corrected the world, which shall not be moved: he will judge the people with justice.","Tell among all the peoples the wonders of the Lord.

O sing to the LORD a new song; sing to the LORD, all the earth! Sing to the LORD, bless his name; tell of his salvation from day to day.

Sing to the LORD, bless his name; tell of his salvation from day to day. Declare his glory among the nations, his marvelous works among all the peoples!

Ascribe to the LORD, O families of the peoples, ascribe to the LORD glory and strength! Ascribe to the LORD the glory due his name; bring an offering, and come into his courts!

Say among the nations, ""The LORD reigns!Yea, the world is established, it shall never be moved; he will judge the peoples with equity.""",reference_match_translation_response
2024-01-27,NG|temporal|ordinary-time|3|saturday||II,temporal,,,ordinary-time,3,saturday,,II,"Saturday of week 3 in Ordinary Time or Saint Angela Merici, Virgin or Saturday memorial of the Blessed Virgin Mary",,,"ps51:12-13,14-15,16-17(r.12a)","Create a pure heart for me, O God.","ps51:12-13,14-15,16-17","Create a clean heart in me, O God.","Create a clean heart in me, O God.

12 Create a clean heart in me, O God: and renew a right spirit within my bowels.
13 Cast me not away from thy face; and take not thy holy spirit from me.
14 Restore unto me the joy of thy salvation, and strengthen me with a perfect spirit.
15 I will teach the unjust thy ways: and the wicked shall be converted to thee.
16 Deliver me from blood, O God, thou God of my salvation: and my tongue shall extol thy justice.
17 O Lord, thou wilt open my lips: and my mouth shall declare thy praise.","Create a pure heart for me, O God.

Create in me a clean heart, O God, and put a new and right spirit within me. Cast me not away from thy presence, and take not thy holy Spirit from me.

Restore to me the joy of thy salvation, and uphold me with a willing spirit. Then I will teach transgressors thy ways, and sinners will return to thee.

Deliver me from bloodguiltiness, O God, thou God of my salvation, and my tongue will sing aloud of thy deliverance. O Lord, open thou my lips, and my mouth shall show forth thy praise.",reference_match_translation_response
2024-01-28,NG|temporal|ordinary-time|4|sunday|B|,temporal,,,ordinary-time,4,sunday,B,,4th Sunday in Ordinary Time,,,"ps95:1-2,6-7abc,7d-9(r.7d,8a)",O that today you would listen to his voice! Harden not your hearts.,"ps95:1-2,6-7,8-9","If today you hear his voice, harden not your hearts.","If today you hear his voice, harden not your hearts.

1 Come let us praise the Lord with joy: let us joyfully sing to God our saviour.
2 Let us come before his presence with thanksgiving; and make a joyful noise to him with psalms.
6 Come let us adore and fall down: and weep before the Lord that made us.
7 For he is the Lord our God: and we are the people of his pasture and the sheep of his hand.
8 Today if you shall hear his voice, harden not your hearts:
9 As in the provocation, according to the day of temptation in the wilderness: where your fathers tempted me, they proved me, and saw my works.","O that today you would listen to his voice! Harden not your hearts.

O come, let us sing to the LORD; let us make a joyful noise to the rock of our salvation! Let us come into his presence with thanksgiving; let us make a joyful noise to him with songs of praise!

O come, let us worship and bow down, let us kneel before the LORD, our Maker! For he is our God, and we are the people of his pasture,and the sheep of his hand. O that today you would hearken to his voice!

Harden not your hearts, as at Meribah, as on the day at Massah in the wilderness, when your fathers tested me, and put me to the proof, though they had seen my work.",same_numbered_verses_reference_variant
2024-01-29,NG|temporal|ordinary-time|3|monday||II,temporal,,,ordinary-time,3,monday,,II,Monday of week 4 in Ordinary Time,,,"ps3:2-3,4-5,6-7(r.7c)","Arise, Lord, save me.","ps3:2-3,4-5,6-7","Lord, rise up and save me.","Lord, rise up and save me.

2 Why, O Lord, are they multiplied that afflict me? many are they who rise up against me.
3 Many say to my soul: There is no salvation for him in his God.
4 But thou, O Lord art my protector, my glory, and the lifter up of my head.
5 I have cried to the Lord with my voice: and he hath heard me from his holy hill.
6 I have slept and taken my rest: and I have risen up, because the Lord hath protected me.
7 I will not fear thousands of the people, surrounding me: arise, O Lord; save me, O my God.","Arise, Lord, save me.

O LORD, how many are my foes! Many are rising against me; many are saying of me, there is no help for him in God. [Selah]

But thou, O LORD, art a shield about me, my glory, and the lifter of my head. I cry aloud to the LORD, and he answers me from his holy hill. [Selah]

I lie down and sleep; I wake again, for the LORD sustains me. I am not afraid of ten thousands of people who have set themselves against me round about.",reference_match_translation_response
2024-01-30,NG|temporal|ordinary-time|4|tuesday||II,temporal,,,ordinary-time,4,tuesday,,II,Tuesday of week 4 in Ordinary Time,,,"ps86:1-2,3-4,5-6(r.1a)","Turn your ear, O Lord, and answer me.","ps86:1-2,3-4,5-6","91a Listen, Lord, and answer me.","91a Listen, Lord, and answer me.

1 Incline thy ear, O Lord, and hear me: for I am needy and poor.
2 Preserve my soul, for I am holy: save thy servant, O my God, that trusteth in thee.
3 Have mercy on me, O Lord, for I have cried to thee all the day.
4 Give joy to the soul of thy servant, for to thee, O Lord, I have lifted up my soul.
5 For thou, O Lord, art sweet and mild: and plenteous in mercy to all that call upon thee.
6 Give ear, O Lord, to my prayer: and attend to the voice of my petition.","Turn your ear, O Lord, and answer me.

Incline thy ear, O LORD, and answer me, for I am poor and needy. Preserve my life, for I am godly;save thy servant who trusts in thee. Thou art my God;

be gracious to me, O Lord, for to thee do I cry all the day. Gladden the soul of thy servant, for to thee, O Lord, do I lift up my soul.

For thou, O Lord, art good and forgiving, abounding in steadfast love to all who call on thee. Give ear, O LORD, to my prayer; hearken to my cry of supplication.",reference_match_translation_response
2024-01-31,NG|temporal|ordinary-time|4|wednesday||II,temporal,,,ordinary-time,4,wednesday,,II,"Saint John Bosco, Priest",,,"ps32:1-2,5,6,7(r.5d)","O Lord, forgive the guilt of my sin.","ps32:1-2,5,6,7","Lord, forgive the wrong I have done.","Lord, forgive the wrong I have done.

1 Blessed are they whose iniquities are forgiven, and whose sins are covered.
2 Blessed is the man to whom the Lord hath not imputed sin, and in whose spirit there is no guile.
5 I have acknowledged my sin to thee, and my injustice I have not concealed. I said I will confess against myself my injustice to the Lord: and thou hast forgiven the wickedness of my sin.
6 For this shall every one that is holy pray to thee in a seasonable time. And yet in a flood of many waters, they shall not come nigh unto him.
7 Thou art my refuge from the trouble which hath encompassed me: my joy, deliver me from them that surround me.","O Lord, forgive the guilt of my sin.

Blessed is he whose transgression is forgiven, whose sin is covered. Blessed is the man to whom the LORD imputes no iniquity, and in whose spirit there is no deceit.

I acknowledged my sin to thee,and I did not hide my iniquity; I said,""I will confess my transgressions to the LORD""; then thou didst forgive the guilt of my sin. [Selah]

Therefore let every one who is godly offer prayer to thee;at a time of distress,  in the rush of great waters, they shall not reach him.

Thou art a hiding place for me,thou preservest me from trouble; thou dost encompass me with deliverance.  [Selah]",reference_match_translation_response
2024-02-01,NG|temporal|ordinary-time|4|thursday||II,temporal,,,ordinary-time,4,thursday,,II,Thursday of week 4 in Ordinary Time,,,,,"firstchronicles29:10,11ab,11d-12a,12bcd","Lord, you are exalted over all.","Lord, you are exalted over all.

10 Blessed art thou, O Lord the God of Israel, our father from eternity to eternity.
11ab Thine, O Lord, is magnificence, and power, and glory, and victory.
11d O Lord, and thou art above all princes.
12a Thine are riches, and thine is glory, thou hast dominion over all.
12bcd In thy hand is power and might: in thy hand greatness, and the empire of all things.","Lord, you are exalted over all.

Therefore David blessed the LORD in the presence of all the assembly; and David said: ""Blessed art thou, O LORD, the God of Israel our father, for ever and ever.

Thine, O LORD, is the greatness, and the power, and the glory, and the victory, and the majesty; for all that is in the heavens and in the earth is thine; thine is the kingdom, O LORD, and thou art exalted as head above all.

Thine, O LORD, is the greatness, and the power, and the glory, and the victory, and the majesty; for all that is in the heavens and in the earth is thine; thine is the kingdom, O LORD, and thou art exalted as head above all. Both riches and honor come from thee, and thou rulest over all. In thy hand are power and might; and in thy hand it is to make great and to give strength to all.

Both riches and honor come from thee, and thou rulest over all. In thy hand are power and might; and in thy hand it is to make great and to give strength to all.",reference_and_response_match
