source,day_label,lect_num,type,reference,rendered_first_line,best_source_line,source_method,source_confidence,issue
standard,Ordinary Time/1/Friday/II,309,first_reading,"1 Sam 8:4-7, 10-22a",4. All the elders of Israel gathered together,All the elders of Israel gathered together,weekday_direct,100,match_exact
standard,Ordinary Time/1/Friday/II,309,gospel,Mark 2:1-12,"At that time, When Jesus returned to Capernaum after some days,","When Jesus returned to Capernaum after some days,",weekday_direct,100,temporal_prefix_mismatch
standard,Ordinary Time/1/Saturday/I,310,first_reading,Heb 4:12-16,"12. The word of God is living and active,","The word of God is living and active,",weekday_direct,100,match_exact
standard,Ordinary Time/1/Saturday/I,310,gospel,Luke 4:18,"At that time, Jesus went out beside the sea;",,,0,no_authoritative_source
standard,Ordinary Time/1/Saturday/II,310,first_reading,1 Sam 9:1-10:1,"In those days, The word of God is living and active,",,,0,no_authoritative_source
standard,Ordinary Time/1/Saturday/II,310,gospel,Luke 4:18,"At that time, Jesus went out beside the sea;",,,0,no_authoritative_source
standard,Ordinary Time/2/Sunday/A,,first_reading,"Isa 49:3, 5-6","Thus says the LORD: He said to me, ""You are my servant, Israel, in whom I will be glorified.""","THE LORD said to me: You are my servant, Israel, through whom I show my glory.",sunday_column_left,100,substantive_mismatch
standard,Ordinary Time/2/Sunday/A,,gospel,John 1:29-34,"In the beginning was the Word: The next day he saw Jesus coming toward him, and said, ""Behold, the Lamb of God, who takes away the sin of the world!","JOHN the Baptist saw Jesus coming toward him and said,",sunday_column_right,100,substantive_mismatch
standard,Ordinary Time/2/Sunday/B,,first_reading,"1 Sam 3:3b-10, 19","In those days: Samuel was lying down within the temple of the LORD, where the ark of God was",SAMUEL was sleeping in the temple of the LORD where the ark of God was.,sunday_column_left,100,substantive_mismatch
standard,Ordinary Time/2/Sunday/B,,gospel,John 1:35-42,In the beginning was the Word: The next day again John was standing with two of his disciples;,"John was standing with two of his disciples,",weekday_direct,100,substantive_mismatch
standard,Ordinary Time/2/Sunday/C,,first_reading,Isa 62:1-5,"Thus says the LORD: Zion's sake I will not keep silent, and for Jerusalem's sake I will not rest, until her vindication goes forth as brightness, and her salvation as a burning torch.","FOR Zion's sake I will not be silent, for Jerusalem's sake I will not be quiet,",sunday_column_left,100,substantive_mismatch
standard,Ordinary Time/2/Sunday/C,,gospel,John 2:1-11,"At that time: On the third day there was a marriage at Cana in Galilee, and the mother of Jesus was there;","There was a wedding in Cana of Galilee,",weekday_direct,100,substantive_mismatch
standard,Ordinary Time/2/Monday/I,311,first_reading,Heb 5:1-10,1. Every high priest chosen from among mortals,Every high priest chosen from among mortals,weekday_direct,100,match_exact
standard,Ordinary Time/2/Monday/I,311,gospel,Mark 2:18-22,"At that time, John’s disciples and the Pharisees were fasting;",John's disciples and the Pharisees were fasting;,weekday_direct,100,temporal_prefix_mismatch
standard,Ordinary Time/2/Monday/II,311,first_reading,1 Sam 15:16-23,"16. Samuel said to Saul,","Samuel said to Saul,",weekday_direct,100,match_exact
standard,Ordinary Time/2/Monday/II,311,gospel,Mark 2:18-22,"At that time, John’s disciples and the Pharisees were fasting;",John's disciples and the Pharisees were fasting;,weekday_direct,100,temporal_prefix_mismatch
standard,Ordinary Time/2/Tuesday/I,312,first_reading,Heb 6:10-20,"Brothers and sisters, God is not unjust;","Brothers and sisters, God is not unjust;",weekday_direct,100,match_exact
standard,Ordinary Time/2/Tuesday/I,312,gospel,Mark 2:23-28,23. One sabbath Jesus and his disciples were going through the grainfields;,One sabbath Jesus and his disciples were going through the grainfields;,weekday_direct,100,match_exact
standard,Ordinary Time/2/Tuesday/II,312,first_reading,1 Sam 16:1-13,"The Lord said to Samuel,","The Lord said to Samuel,",weekday_direct,100,match_exact
standard,Ordinary Time/2/Tuesday/II,312,gospel,Mark 2:23-28,23. One sabbath Jesus and his disciples were going through the grainfields;,One sabbath Jesus and his disciples were going through the grainfields;,weekday_direct,100,match_exact
standard,Ordinary Time/2/Wednesday/I,313,first_reading,"Heb 7:1-3, 15-17","1. King Melchizedek of Salem, priest of the Most High God,","King Melchizedek of Salem, priest of the Most High God,",weekday_direct,100,match_exact
standard,Ordinary Time/2/Wednesday/I,313,gospel,Mark 3:1-6,"1. Jesus entered the synagogue,","Jesus entered the synagogue,",weekday_direct,100,match_exact
standard,Ordinary Time/2/Wednesday/II,313,first_reading,"1 Sam 17:32-33, 37, 40-51","32. The Philistines gathered their armies for battle and encamped opposite the Israelites. And there came out of the Philistine camp a champion named Goliath, who challenged the Israelites to choose a man to fight him. All the Israelites, when they saw Goliath, fled from him and were very much afraid. David said to Saul, ""Let no one's heart fail because of him;","The Philistines gathered their armies for battle and encamped opposite the Israelites. And there came out of the Philistine camp a champion named Goliath, who challenged the Israelites to choose a man to fight him. All the Israelites, when they saw Goliath, fled from him and were very much afraid. David said to Saul, ""Let no one's heart fail because of him;",weekday_direct,100,match_exact
standard,Ordinary Time/2/Wednesday/II,313,gospel,Mark 3:1-6,"1. Jesus entered the synagogue,","Jesus entered the synagogue,",weekday_direct,100,match_exact
standard,Ordinary Time/2/Thursday/I,314,first_reading,Heb 7:25 - 8.6,Reading text unavailable for Heb 7:25 - 8.6.,"Jesus, because he continues forever,",weekday_direct,100,substantive_mismatch
standard,Ordinary Time/2/Thursday/I,314,gospel,Mark 3:7-12,"7. Jesus departed with his disciples to the sea,","Jesus departed with his disciples to the sea,",weekday_direct,100,match_exact
standard,Ordinary Time/2/Thursday/II,314,first_reading,1 Sam 18:6-9; 19.1-7,"6. While the armies were coming home,","While the armies were coming home,",weekday_direct,100,match_exact
standard,Ordinary Time/2/Thursday/II,314,gospel,Mark 3:7-12,"7. Jesus departed with his disciples to the sea,","Jesus departed with his disciples to the sea,",weekday_direct,100,match_exact
standard,Ordinary Time/2/Friday/I,315,first_reading,Heb 8:6-13,6. Jesus has now obtained a more excellent ministry,Jesus has now obtained a more excellent ministry,weekday_direct,100,match_exact
standard,Ordinary Time/2/Friday/I,315,gospel,Mark 3:13-19,13. Jesus went up the mountain,Jesus went up the mountain,weekday_direct,100,match_exact
standard,Ordinary Time/2/Friday/II,315,first_reading,1 Sam 24:2-21,"2. Then Saul took three thousand chosen men out of all Israel, and went to seek David and his men in front of the Wildgoats' Rocks.","Saul took three thousand chosen men out of all Israel,",weekday_direct,100,substantive_mismatch
standard,Ordinary Time/2/Friday/II,315,gospel,Mark 3:13-19,13. Jesus went up the mountain,Jesus went up the mountain,weekday_direct,100,match_exact
standard,Ordinary Time/2/Saturday/I,316,first_reading,"Heb 9:1-3, 11-14",Brethren: The first covenant had an earthly sanctuary.,,,0,no_authoritative_source
standard,Ordinary Time/2/Saturday/I,316,gospel,Mark 3:20-21,"At that time, The crowd came together again,","Jesus and the disciples went home; and the crowd came together again,",weekday_direct,100,substantive_mismatch
standard,Ordinary Time/2/Saturday/II,316,first_reading,2 Sam 1:1-27,"In those days, The first covenant had an earthly sanctuary.",,,0,no_authoritative_source
standard,Ordinary Time/2/Saturday/II,316,gospel,Mark 3:20-21,"At that time, The crowd came together again,","Jesus and the disciples went home; and the crowd came together again,",weekday_direct,100,substantive_mismatch
standard,Ordinary Time/3/Sunday/A,,first_reading,Isa 8:23-9:3,"Thus says the LORD: Thou hast multiplied the nation, thou hast increased its joy; they rejoice before thee as with joy at the harvest, as men rejoice when they divide the spoil.",FIRST the Lord degraded the land of Zebulun and the land of Naphtali;,sunday_column_left,100,substantive_mismatch
standard,Ordinary Time/3/Sunday/A,,gospel,Matt 4:12-23,"At that time: When he heard that John had been arrested, he withdrew into Galilee;",,,0,no_authoritative_source
standard,Ordinary Time/3/Sunday/B,,first_reading,"Jon 3:1-5, 10","1. Then the word of the LORD came to Jonah the second time, saying,","THE word of the LORD came to Jonah, saying: ""Set out for the great city of Nineveh,",sunday_column_left,100,substantive_mismatch
standard,Ordinary Time/3/Sunday/B,,gospel,Mark 1:14-20,"At that time: After John was arrested, Jesus came into Galilee, preaching the gospel of God,","Now after John was arrested,",weekday_direct,100,substantive_mismatch
standard,Ordinary Time/3/Sunday/C,,first_reading,"Neh 8:2-4a, 5-6, 8-10","In those days: Ezra the priest brought the law before the assembly, both men and women and all who could hear with understanding, on the first day of the seventh month.","EZRA the priest brought the law before the assembly, which consisted of men, women,",sunday_column_left,100,substantive_mismatch
standard,Ordinary Time/3/Sunday/C,,gospel,Luke 1:1-4; 4:14-21,"1. Inasmuch as many have undertaken to compile a narrative of the things which have been accomplished among us,",SINCE many have undertaken to compile a narrative of the events,sunday_column_right,100,substantive_mismatch
standard,Ordinary Time/3/Monday/I,317,first_reading,"Heb 9:15, 24-28",15. Christ offered himself without blemish to God.,Christ offered himself without blemish to God.,weekday_direct,100,match_exact
standard,Ordinary Time/3/Monday/I,317,gospel,Mark 3:22-30,"22. Some scribes who came down from Jerusalem said of Jesus,","Some scribes who came down from Jerusalem said of Jesus,",weekday_direct,100,match_exact
standard,Ordinary Time/3/Monday/II,317,first_reading,"2 Sam 5:1-7, 10","1. All the tribes of Israel came to David at Hebron, and said,","All the tribes of Israel came to David at Hebron, and said,",weekday_direct,100,match_exact
standard,Ordinary Time/3/Monday/II,317,gospel,Mark 3:22-30,"22. Some scribes who came down from Jerusalem said of Jesus,","Some scribes who came down from Jerusalem said of Jesus,",weekday_direct,100,match_exact
standard,Ordinary Time/3/Tuesday/I,318,first_reading,Heb 10:1-10,1. Since the law has only a shadow of the good things to come,Since the law has only a shadow of the good things to come,weekday_direct,100,match_exact
standard,Ordinary Time/3/Tuesday/I,318,gospel,Mark 3:31-35,31. The mother of Jesus and his brothers came to the house where he was,The mother of Jesus and his brothers came to the house where he was,weekday_direct,100,match_exact
standard,Ordinary Time/3/Tuesday/II,318,first_reading,"2 Sam 6:12b-15, 17-19",12. David brought up the ark of God,David brought up the ark of God,weekday_direct,100,match_exact
standard,Ordinary Time/3/Tuesday/II,318,gospel,Mark 3:31-35,31. The mother of Jesus and his brothers came to the house where he was,The mother of Jesus and his brothers came to the house where he was,weekday_direct,100,match_exact
standard,Ordinary Time/3/Wednesday/I,319,first_reading,Heb 10:11-18,"11. In the former alliance, every priest stands day after day at his service,","In the former alliance, every priest stands day after day at his service,",weekday_direct,100,match_exact
standard,Ordinary Time/3/Wednesday/I,319,gospel,Mark 4:1-20,1. Jesus began to teach beside the sea.,Jesus began to teach beside the sea.,weekday_direct,100,match_exact
standard,Ordinary Time/3/Wednesday/II,319,first_reading,2 Sam 7:1-17,"1. When King David was settled in his house in Jerusalem,","When King David was settled in his house in Jerusalem,",weekday_direct,100,match_exact
standard,Ordinary Time/3/Wednesday/II,319,gospel,Mark 4:1-20,1. Jesus began to teach beside the sea.,Jesus began to teach beside the sea.,weekday_direct,100,match_exact
standard,Ordinary Time/3/Thursday/I,320,first_reading,Heb 10:19-25,"19. My friends,","My friends,",weekday_direct,100,match_exact
standard,Ordinary Time/3/Thursday/I,320,gospel,Mark 4:21-25,"Jesus told this parable to the disciples,","Jesus told this parable to the disciples,",weekday_direct,100,match_exact
standard,Ordinary Time/3/Thursday/II,320,first_reading,"2 Sam 7:18-19, 24-29","18. After the prophet Nathan had proclaimed to David the promises of God, King David went in and sat before the Lord, and said,","After the prophet Nathan had proclaimed to David the promises of God, King David went in and sat before the Lord, and said,",weekday_direct,100,match_exact
standard,Ordinary Time/3/Thursday/II,320,gospel,Mark 4:21-25,"Jesus told this parable to the disciples,","Jesus told this parable to the disciples,",weekday_direct,100,match_exact
standard,Ordinary Time/3/Friday/I,321,first_reading,Heb 10:32-39,"Beloved, recall those earlier days","Beloved, recall those earlier days",weekday_direct,100,match_exact
standard,Ordinary Time/3/Friday/I,321,gospel,Mark 4:26-34,"At that time, Jesus told the people a parable,","Jesus told the people a parable,",weekday_direct,100,temporal_prefix_mismatch
standard,Ordinary Time/3/Friday/II,321,first_reading,"2 Sam 11:1-4a, 5-10a, 13-17","1. In the spring of the year,","In the spring of the year,",weekday_direct,100,match_exact
