source,day_label,lect_num,type,reference,csv_incipit,derived_incipit,db_first_verse,rendered_first_line,problems
standard,Christmas/After Epiphany/January 7/I/II,210,first_reading,1 John 5:5-13,,Beloved:,Who is it that overcomes the world but he who believes that Jesus is the Son of God?,5. Who is it that overcomes the world but he who believes that Jesus is the Son of God?,raw_verse_pronoun:who; verse_number_in_rendered
standard,Christmas/After Epiphany/January 7/I/II,210,gospel,Luke 5:12-16,"At that time: 1. There was a wedding in Cana of Galilee,","At that time,","While he was in one of the cities, there came a man full of leprosy; and when he saw Jesus, he fell on his face and besought him, ""Lord, if you will, you can make me clean.""","At that time, There was a wedding in Cana of Galilee,",
standard,Christmas/After Epiphany/January 7/I/II,210,first_reading,1 John 5:5-13,,Beloved:,Who is it that overcomes the world but he who believes that Jesus is the Son of God?,5. Who is it that overcomes the world but he who believes that Jesus is the Son of God?,raw_verse_pronoun:who; verse_number_in_rendered
standard,Christmas/After Epiphany/January 7/I/II,210,gospel,Luke 5:12-16,"At that time: 1. There was a wedding in Cana of Galilee,","At that time,","While he was in one of the cities, there came a man full of leprosy; and when he saw Jesus, he fell on his face and besought him, ""Lord, if you will, you can make me clean.""","At that time, There was a wedding in Cana of Galilee,",
standard,Christmas/After Epiphany/January 7/I/II,210,first_reading,1 John 5:5-13,,Beloved:,Who is it that overcomes the world but he who believes that Jesus is the Son of God?,5. Who is it that overcomes the world but he who believes that Jesus is the Son of God?,raw_verse_pronoun:who; verse_number_in_rendered
standard,Christmas/After Epiphany/January 7/I/II,210,gospel,Luke 5:12-16,"At that time: 1. There was a wedding in Cana of Galilee,","At that time,","While he was in one of the cities, there came a man full of leprosy; and when he saw Jesus, he fell on his face and besought him, ""Lord, if you will, you can make me clean.""","At that time, There was a wedding in Cana of Galilee,",
standard,Christmas/After Epiphany/January 7/I/II,210,first_reading,1 John 5:5-13,,Beloved:,Who is it that overcomes the world but he who believes that Jesus is the Son of God?,5. Who is it that overcomes the world but he who believes that Jesus is the Son of God?,raw_verse_pronoun:who; verse_number_in_rendered
standard,Christmas/After Epiphany/January 7/I/II,210,gospel,Luke 5:12-16,"At that time: 1. There was a wedding in Cana of Galilee,","At that time,","While he was in one of the cities, there came a man full of leprosy; and when he saw Jesus, he fell on his face and besought him, ""Lord, if you will, you can make me clean.""","At that time, There was a wedding in Cana of Galilee,",
standard,Christmas/After Epiphany/January 7/I/II,210,first_reading,1 John 5:5-13,,Beloved:,Who is it that overcomes the world but he who believes that Jesus is the Son of God?,5. Who is it that overcomes the world but he who believes that Jesus is the Son of God?,raw_verse_pronoun:who; verse_number_in_rendered
standard,Christmas/After Epiphany/January 7/I/II,210,gospel,Luke 5:12-16,"At that time: 1. There was a wedding in Cana of Galilee,","At that time,","While he was in one of the cities, there came a man full of leprosy; and when he saw Jesus, he fell on his face and besought him, ""Lord, if you will, you can make me clean.""","At that time, There was a wedding in Cana of Galilee,",
standard,Ordinary Time/1/Monday/I,305,first_reading,Heb 1:1-6,Long ago God spoke to our ancestors,Brethren:,"In many and various ways God spoke of old to our fathers by the prophets,",1. Long ago God spoke to our ancestors,
standard,Ordinary Time/1/Monday/I,305,gospel,Mark 1:14-20,"Now after John was arrested,","At that time,","Now after John was arrested, Jesus came into Galilee, preaching the gospel of God,","Now after John was arrested,",
standard,Ordinary Time/1/Monday/I,485,first_reading,Rom 11:29-36,The gifts and the calling of God are irrevocable.,Brethren:,For the gifts and the call of God are irrevocable.,29. The gifts and the calling of God are irrevocable.,verse_number_in_rendered
standard,Ordinary Time/1/Monday/I,485,gospel,Luke 14:12-14,"At that time: 12. Jesus said to the one who had invited him,","At that time,","He said also to the man who had invited him, ""When you give a dinner or a banquet, do not invite your friends or your brothers or your kinsmen or rich neighbors, lest they also invite you in return, and you be repaid.","At that time, Jesus said to the one who had invited him,",
standard,Ordinary Time/1/Monday/II,305,first_reading,1 Sam 1:1-8,"There was a certain man of Ramathaim,","In those days,","There was a certain man of Ramathaim-zophim of the hill country of Ephraim, whose name was Elkanah the son of Jeroham, son of Elihu, son of Tohu, son of Zuph, an Ephraimite.","1. There was a certain man of Ramathaim,",
standard,Ordinary Time/1/Monday/II,305,gospel,Mark 1:14-20,"Now after John was arrested,","At that time,","Now after John was arrested, Jesus came into Galilee, preaching the gospel of God,","Now after John was arrested,",
standard,Ordinary Time/1/Monday/II,425,first_reading,1 Sam 15:16-23,"Samuel said to Saul,","In those days,","Then Samuel said to Saul, ""Stop! I will tell you what the LORD said to me this night."" And he said to him, ""Say on.""","16. Samuel said to Saul,",verse_number_in_rendered
standard,Ordinary Time/1/Monday/II,425,gospel,Mark 2:18-22,"At that time: 13. “Woe to you, scribes and Pharisees, hypocrites!","At that time,","Now John's disciples and the Pharisees were fasting; and people came and said to him, ""Why do John's disciples and the disciples of the Pharisees fast, but your disciples do not fast?""","At that time, “Woe to you, scribes and Pharisees, hypocrites!",
standard,Ordinary Time/1/Tuesday/I,306,first_reading,Heb 2:5-12,"God did not subject the coming world,",Brethren:,"For it was not to angels that God subjected the world to come, of which we are speaking.","5. God did not subject the coming world,",verse_number_in_rendered
standard,Ordinary Time/1/Tuesday/I,306,gospel,Mark 1:21-28,At that time: 21. Jesus and the disciples went to Capernaum;,"At that time,",And they went into Caperna-um; and immediately on the sabbath he entered the synagogue and taught.,"At that time, Jesus and the disciples went to Capernaum;",
standard,Ordinary Time/1/Wednesday/I,307,first_reading,Heb 2:14-18,"Since the children share flesh and blood,",Brethren:,"Since therefore the children share in flesh and blood, he himself likewise partook of the same nature, that through death he might destroy him who has the power of death, that is, the devil,","14. Since the children share flesh and blood,",raw_verse_conjunction:since; verse_number_in_rendered
standard,Ordinary Time/1/Wednesday/I,307,gospel,Mark 1:29-39,"At that time: 29. As soon as Jesus and the disciples left the synagogue,","At that time,","And immediately he  left the synagogue, and entered the house of Simon and Andrew, with James and John.","At that time, As soon as Jesus and the disciples left the synagogue,",
standard,Ordinary Time/1/Wednesday/II,307,first_reading,"1 Sam 3:1-10, 19-20","At the temple in Shiloh, the boy Samuel was ministering to the Lord under Eli.","In those days,",Now the boy Samuel was ministering to the LORD under Eli. And the word of the LORD was rare in those days; there was no frequent vision.,"1. At the temple in Shiloh, the boy Samuel was ministering to the Lord under Eli.",
standard,Ordinary Time/1/Wednesday/II,307,gospel,Mark 1:29-39,"At that time: 29. As soon as Jesus and the disciples left the synagogue,","At that time,","And immediately he  left the synagogue, and entered the house of Simon and Andrew, with James and John.","At that time, As soon as Jesus and the disciples left the synagogue,",
standard,Ordinary Time/1/Thursday/I,308,first_reading,Heb 3:7-14,"The Holy Spirit says,",Brethren:,"Therefore, as the Holy Spirit says, ""Today, when you hear his voice,","7. The Holy Spirit says,",verse_number_in_rendered
standard,Ordinary Time/1/Thursday/I,308,gospel,Mark 1:40-45,"At that time: 40. A man with leprosy came to Jesus begging him,","At that time,","And a leper came to him beseeching him, and kneeling said to him, ""If you will, you can make me clean.""","At that time, A man with leprosy came to Jesus begging him,",
standard,Ordinary Time/1/Thursday/II,308,first_reading,1 Sam 4:1c-11,"In those days the Philistines mustered for war against Israel,","In those days,","And the word of Samuel came to all Israel. Now Israel went out to battle against the Philistines; they encamped at Ebenezer, and the Philistines encamped at Aphek.","In those days the Philistines mustered for war against Israel,",
standard,Ordinary Time/1/Thursday/II,308,gospel,Mark 1:40-45,"At that time: 40. A man with leprosy came to Jesus begging him,","At that time,","And a leper came to him beseeching him, and kneeling said to him, ""If you will, you can make me clean.""","At that time, A man with leprosy came to Jesus begging him,",
standard,Ordinary Time/1/Friday/I,309,first_reading,"Heb 4:1-5, 11","Beloved: While the promise of entering God's rest is still open,",Brethren:,"Therefore, while the promise of entering his rest remains, let us fear lest any of you be judged to have failed to reach it.","Beloved: While the promise of entering God's rest is still open,",
standard,Ordinary Time/1/Friday/I,309,gospel,Mark 2:1-12,"At that time: 1. When Jesus returned to Capernaum after some days,","At that time,","And when he returned to Caperna-um after some days, it was reported that he was at home.","At that time, When Jesus returned to Capernaum after some days,",
standard,Ordinary Time/1/Friday/II,309,first_reading,"1 Sam 8:4-7, 10-22a",All the elders of Israel gathered together,"In those days,","Then all the elders of Israel gathered together and came to Samuel at Ramah,",4. All the elders of Israel gathered together,verse_number_in_rendered
standard,Ordinary Time/1/Friday/II,309,gospel,Mark 2:1-12,"At that time: 1. When Jesus returned to Capernaum after some days,","At that time,","And when he returned to Caperna-um after some days, it was reported that he was at home.","At that time, When Jesus returned to Capernaum after some days,",
standard,Ordinary Time/1/Saturday/I,310,first_reading,Heb 4:12-16,"The word of God is living and active,",Brethren:,"For the word of God is living and active, sharper than any two-edged sword, piercing to the division of soul and spirit, of joints and marrow, and discerning the thoughts and intentions of the heart.","12. The word of God is living and active,",verse_number_in_rendered
standard,Ordinary Time/1/Saturday/I,310,gospel,Luke 4:18,At that time: 13. Jesus went out beside the sea;,"At that time,","""The Spirit of the Lord is upon me, because he has anointed me to preach good news to the poor. He has sent me to proclaim release to the captives and recovering of sight to the blind, to set at liberty those who are oppressed,","At that time, Jesus went out beside the sea;",
