source,day_label,lect_num,type,reference,csv_incipit,derived_incipit,db_first_verse,rendered_first_line,problems
standard,Lent/4/Sunday/B,,gospel,John 3:14-21,"JESUS said to Nicodemus ""Just as Moses lifted up the serpent in the desert","At that time,","And as Moses lifted up the serpent in the wilderness, so must the Son of man be lifted up,","14. JESUS said to Nicodemus:: As Moses lifted up the serpent in the wilderness, so must the Son of man be lifted up,",verse_number_in_rendered
standard,Lent/4/Sunday/C,,first_reading,"Jos 5:9a, 10-12",THE LORD said to Joshua,,[BOOK_NOT_FOUND: Jos],"Reading text unavailable for Jos 5:9a, 10-12.",text_unavailable
standard,Lent/4/Sunday/C,,gospel,"Luke 15:1-3, 11-32",TAX collectors and sinners were all drawing near to listen to Jesus,"At that time,",Now the tax collectors and sinners were all drawing near to hear him.,1. Now the tax collectors and sinners were all drawing near to hear Jesus.,raw_verse_conjunction:now
standard,Lent/4/Monday/I/II,244,first_reading,Isa 65.17-21,Thus says the Lord I am about to create new heavens and a new earth,Thus says the LORD:,"""For behold, I create new heavens and a new earth; and the former things shall not be remembered or come into mind.",Reading text unavailable for Isa 65.17-21.,text_unavailable
standard,Lent/4/Monday/I/II,244,gospel,John 4.43-54,After spending two days in Samaria,"At that time,",After the two days he departed to Galilee.,Reading text unavailable for John 4.43-54.,text_unavailable
standard,Lent/4/Tuesday/I/II,245,first_reading,"Ezek 47.1-9, 12",In the midst of the vision I received from the Lord,Thus says the LORD:,"Then he brought me back to the door of the temple; and behold, water was issuing from below the threshold of the temple toward the east (for the temple faced east); and the water was flowing down from below the south end of the threshold of the temple, south of the altar.","Reading text unavailable for Ezek 47.1-9, 12.",text_unavailable
standard,Lent/4/Tuesday/I/II,245,gospel,John 5.1-16,"There was a festival of the Jews, and Jesus went up to Jerusalem.","At that time,","After this there was a feast of the Jews, and Jesus went up to Jerusalem.",Reading text unavailable for John 5.1-16.,text_unavailable
standard,Lent/4/Wednesday/I/II,246,first_reading,Isa 49.8-15,Thus says the Lord to his servant In a time of favour I have answered you,Thus says the LORD:,"Thus says the LORD: ""In a time of favor I have answered you, in a day of salvation I have helped you; I have kept you and given you as a covenant to the people, to establish the land, to apportion the desolate heritages;",Reading text unavailable for Isa 49.8-15.,text_unavailable
standard,Lent/4/Wednesday/I/II,246,gospel,John 5.16-30,Jesus healed a man who was paralyzed on the Sabbath.,"At that time,","And this was why the Jews persecuted Jesus, because he did this on the sabbath.",Reading text unavailable for John 5.16-30.,text_unavailable
standard,Lent/4/Thursday/I/II,247,first_reading,Exod 32.7-14,After the Lord God had finished giving the tablets of the covenant,"In those days,","And the LORD said to Moses, ""Go down; for your people, whom you brought up out of the land of Egypt, have corrupted themselves;",Reading text unavailable for Exod 32.7-14.,text_unavailable
standard,Lent/4/Thursday/I/II,247,gospel,"John 5.18, 31-47",The Jewish leaders were seeking to kill Jesus,"At that time,","This was why the Jews sought all the more to kill him, because he not only broke the sabbath but also called God his Father, making himself equal with God.","Reading text unavailable for John 5.18, 31-47.",text_unavailable
standard,Lent/4/Friday/I/II,248,first_reading,"Wisdom 2.1a, 12-22","The ungodly reasoned unsoundly, saying to themselves",,"For they reasoned unsoundly, saying to themselves,","Reading text unavailable for Wisdom 2.1a, 12-22.",text_unavailable
standard,Lent/4/Friday/I/II,248,gospel,"John 7.1-2, 10, 25-30",Jesus went about in Galilee.,"At that time,","After this Jesus went about in Galilee; he would not go about in Judea, because the Jews  sought to kill him.","Reading text unavailable for John 7.1-2, 10, 25-30.",text_unavailable
standard,Lent/4/Saturday/I/II,242,first_reading,Micah 7.7-9,"As for me, I will look to the Lord",,"But as for me, I will look to the LORD, I will wait for the God of my salvation; my God will hear me.",Reading text unavailable for Micah 7.7-9.,text_unavailable
standard,Lent/4/Saturday/I/II,242,gospel,"(shorter) John 9.1, 6-9, 13-17, 34-38","As Jesus walked along, he saw a man blind from birth.",,[BOOK_NOT_FOUND: (shorter) John],"Reading text unavailable for (shorter) John 9.1, 6-9, 13-17, 34-38.",text_unavailable
standard,Lent/5/Sunday/A,,first_reading,Ez 37:12-14,"THUS says the Lord GOD O my people, I will open your graves",,"Therefore prophesy, and say to them, Thus says the Lord GOD: Behold, I will open your graves, and raise you from your graves, O my people; and I will bring you home into the land of Israel.","12. THUS says the Lord:: Prophesy, and say to them, Thus says the Lord GOD: Behold, I will open your graves, and raise you from your graves, O my people; and I will bring you home into the land of Israel.",raw_verse_conjunction:thus; verse_number_in_rendered
standard,Lent/5/Sunday/A,,gospel,"John 11:1-45 or 11:3-7, 17, 20-27, 33b-45","NOW a man was ill, Lazarus from Bethany","At that time,","Now when Jesus came, he found that Lazarus  had already been in the tomb four days.","17. NOW a man was:: When Jesus came, he found that Lazarus  had already been in the tomb four days.",raw_verse_conjunction:now; verse_number_in_rendered
standard,Lent/5/Sunday/B,,first_reading,Jer 31:31-34,"THE days are coming, says the LORD",Thus says the LORD:,"""Behold, the days are coming, says the LORD, when I will make a new  covenant with the house of Israel and the house of Judah,","31.     ""Behold, the days are coming, says the LORD, when I will make a new  covenant with the house of Israel and the house of Judah,",verse_number_in_rendered
standard,Lent/5/Sunday/B,,gospel,John 12:20-33,SOME Greeks who had come to worship at the Passover Feast,"At that time,",Now among those who went up to worship at the feast were some Greeks.,20. SOME Greeks who had:: Among those who went up to worship at the feast were some Greeks.,verse_number_in_rendered
standard,Lent/5/Sunday/C,,first_reading,Isa 43:16-21,THUS says the LORD who opens a way in the sea,Thus says the LORD:,"Thus says the LORD, who makes a way in the sea, a path in the mighty waters,","16. Thus says the LORD, who makes a way in the sea, a path in the mighty waters,",raw_verse_conjunction:thus; verse_number_in_rendered
standard,Lent/5/Sunday/C,,gospel,John 8:1-11,JESUS went to the Mount of Olives.,"At that time,",But Jesus went to the Mount of Olives.,1. But Jesus went to the Mount of Olives.,raw_verse_conjunction:but
standard,Lent/5/Monday/I/II,251,first_reading,"(shorter) Daniel 13.2, 4-6, 8, 15-16, 19-23, 28, 41-46, 48-64","Joakim married the daughter of Hilkiah, named Susanna",,[BOOK_NOT_FOUND: (shorter) Daniel],"Reading text unavailable for (shorter) Daniel 13.2, 4-6, 8, 15-16, 19-23, 28, 41-46, 48-64.",text_unavailable
standard,Lent/5/Monday/I/II,251,gospel,John 8.12-20,"Jesus spoke to the people, saying","At that time,","Again Jesus spoke to them, saying, ""I am the light of the world; he who follows me will not walk in darkness, but will have the light of life.""",Reading text unavailable for John 8.12-20.,text_unavailable
standard,Lent/5/Tuesday/I/II,252,first_reading,Numbers 21.4-9,From Mount Hor the Israelites set out by the way to the Red Sea,,"From Mount Hor they set out by the way to the Red Sea, to go around the land of Edom; and the people became impatient on the way.",Reading text unavailable for Numbers 21.4-9.,text_unavailable
standard,Lent/5/Tuesday/I/II,252,gospel,John 8.21-30,"Jesus said to the people ""I am going away, and you will search for me","At that time,","Again he said to them, ""I go away, and you will seek me and die in your sin; where I am going, you cannot come.""",Reading text unavailable for John 8.21-30.,text_unavailable
standard,Lent/5/Thursday/I/II,254,first_reading,Gen 17.3-9,When Abram was ninety-nine years old,"In the beginning,","Then Abram fell on his face; and God said to him,",Reading text unavailable for Gen 17.3-9.,text_unavailable
standard,Lent/5/Thursday/I/II,254,gospel,John 8.51-59,"Jesus said to the people ""Very truly, I tell you","At that time,","Truly, truly, I say to you, if any one keeps my word, he will never see death.""",Reading text unavailable for John 8.51-59.,text_unavailable
standard,Lent/5/Friday/I/II,255,first_reading,"Jer 20.7, 10-13",In distress Jeremiah raised his voice to the Lord.,Thus says the LORD:,"O LORD, thou hast deceived me, and I was deceived; thou art stronger than I, and thou hast prevailed. I have become a laughingstock all the day; every one mocks me.","Reading text unavailable for Jer 20.7, 10-13.",text_unavailable
standard,Lent/5/Friday/I/II,255,gospel,John 10.31-42,The Jews took up stones to stone him.,"At that time,",The Jews took up stones again to stone him.,Reading text unavailable for John 10.31-42.,text_unavailable
standard,Lent/5/Saturday/I/II,249,first_reading,"2 Kings 4.18-21, 32-33, 34d, 35c-37",It happened that a woman of Shunem,,"When the child had grown, he went out one day to his father among the reapers.","Reading text unavailable for 2 Kings 4.18-21, 32-33, 34d, 35c-37.",text_unavailable
standard,Lent/5/Saturday/I/II,249,gospel,"(shorter) John 11.3-7, 17, 20-27, 33b-45",The sisters of Lazarus sent a message to Jesus,,[BOOK_NOT_FOUND: (shorter) John],"Reading text unavailable for (shorter) John 11.3-7, 17, 20-27, 33b-45.",text_unavailable
standard,Lent/After Ash Wed/Ash Wednesday/ABC,,first_reading,Joel 2:12-18,"EVEN now, says the LORD",Thus says the LORD:,"""Yet even now,"" says the LORD, ""return to me with all your heart, with fasting, with weeping, and with mourning;","12. ""Yet even now,"" says the LORD, ""return to me with all your heart, with fasting, with weeping, and with mourning;",verse_number_in_rendered
standard,Holy Week//Palm Sunday/A,,first_reading,Isa 50:4-7,THE Lord GOD has given me,Thus says the LORD:,"The Lord GOD has given me the tongue of those who are taught, that I may know how to sustain with a word him that is weary. Morning by morning he wakens, he wakens my ear to hear as those who are taught.","4. The Lord GOD has given me the tongue of those who are taught, that I may know how to sustain with a word him that is weary. Morning by morning he wakens, he wakens my ear to hear as those who are taught.",verse_number_in_rendered
standard,Holy Week//Palm Sunday/A,,gospel,Matt 26:14-27:66 or 27:11-54,"ONE of the Twelve, who was called Judas Iscariot","At that time,",[PARSE_ERROR],Reading text unavailable for Matt 26:14-27:66 or 27:11-54.,text_unavailable
standard,Holy Week//Palm Sunday/B,,first_reading,Isa 50:4-7,THE Lord GOD has given me,Thus says the LORD:,"The Lord GOD has given me the tongue of those who are taught, that I may know how to sustain with a word him that is weary. Morning by morning he wakens, he wakens my ear to hear as those who are taught.","4. The Lord GOD has given me the tongue of those who are taught, that I may know how to sustain with a word him that is weary. Morning by morning he wakens, he wakens my ear to hear as those who are taught.",verse_number_in_rendered
standard,Holy Week//Palm Sunday/B,,gospel,Mark 14:1-15:47 or 15:1-39,THE Passover and the Feast of Unleavened Bread,"At that time,",[PARSE_ERROR],Reading text unavailable for Mark 14:1-15:47 or 15:1-39.,text_unavailable
standard,Holy Week//Palm Sunday/C,,first_reading,Isa 50:4-7,THE Lord GOD has given me,Thus says the LORD:,"The Lord GOD has given me the tongue of those who are taught, that I may know how to sustain with a word him that is weary. Morning by morning he wakens, he wakens my ear to hear as those who are taught.","4. The Lord GOD has given me the tongue of those who are taught, that I may know how to sustain with a word him that is weary. Morning by morning he wakens, he wakens my ear to hear as those who are taught.",verse_number_in_rendered
standard,Holy Week//Palm Sunday/C,,gospel,Luke 22:14-23:56 or 23:1-49,WHEN the hour came,"At that time,",[PARSE_ERROR],Reading text unavailable for Luke 22:14-23:56 or 23:1-49.,text_unavailable
standard,Holy Week//Holy Thursday/ABC,,gospel,John 13:1-15,"BEFORE the feast of Passover, Jesus knew that his hour had come","At that time,","Now before the feast of the Passover, when Jesus knew that his hour had come to depart out of this world to the Father, having loved his own who were in the world, he loved them to the end.","1. Now before the feast of the Passover, when Jesus knew that his hour had come to depart out of this world to the Father, having loved his own who were in the world, he loved them to the end.",raw_verse_conjunction:now
standard,Holy Week//Good Friday/ABC,,first_reading,Isa 52:13-53:12,"SEE, my servant shall prosper",Thus says the LORD:,"Behold, my servant shall prosper, he shall be exalted and lifted up, and shall be very high.","13. Behold, my servant shall prosper, he shall be exalted and lifted up, and shall be very high.",verse_number_in_rendered
standard,Easter/2/Sunday/A,,first_reading,Acts 2:42-47,THEY devoted themselves,"In those days,","And they devoted themselves to the apostles' teaching and fellowship, to the breaking of bread and the prayers.","42. And they devoted themselves to the apostles' teaching and fellowship, to the breaking of bread and the prayers.",raw_verse_conjunction:and; verse_number_in_rendered
standard,Easter/2/Sunday/A,,gospel,John 20:19-31,ON the evening of that first day of the week,"At that time,","On the evening of that day, the first day of the week, the doors being shut where the disciples were, for fear of the Jews, Jesus came and stood among them and said to them, ""Peace be with you.""","19. On the evening of that day, the first day of the week, the doors being shut where the disciples were, for fear of the Jews, Jesus came and stood among them and said to them, ""Peace be with you.""",verse_number_in_rendered
standard,Easter/2/Sunday/B,,first_reading,Acts 4:32-35,THE community of believers was of one heart and mind,"In those days,","Now the company of those who believed were of one heart and soul, and no one said that any of the things which he possessed was his own, but they had everything in common.","32. THE community of believers:: Now the company of those who believed were of one heart and soul, and no one said that any of the things which he possessed was his own, but they had everything in common.",verse_number_in_rendered
standard,Easter/2/Sunday/B,,gospel,John 20:19-31,ON the evening of that first day of the week,"At that time,","On the evening of that day, the first day of the week, the doors being shut where the disciples were, for fear of the Jews, Jesus came and stood among them and said to them, ""Peace be with you.""","19. On the evening of that day, the first day of the week, the doors being shut where the disciples were, for fear of the Jews, Jesus came and stood among them and said to them, ""Peace be with you.""",verse_number_in_rendered
standard,Easter/2/Sunday/C,,first_reading,Acts 5:12-16,MANY signs and wonders were done among the people,"In those days,",Now many signs and wonders were done among the people by the hands of the apostles. And they were all together in Solomon's Portico.,12. Now many signs and wonders were done among the people by the hands of the apostles. And they were all together in Solomon's Portico.,raw_verse_conjunction:now; verse_number_in_rendered
standard,Easter/2/Sunday/C,,gospel,John 20:19-31,ON the evening of that first day of the week,"At that time,","On the evening of that day, the first day of the week, the doors being shut where the disciples were, for fear of the Jews, Jesus came and stood among them and said to them, ""Peace be with you.""","19. On the evening of that day, the first day of the week, the doors being shut where the disciples were, for fear of the Jews, Jesus came and stood among them and said to them, ""Peace be with you.""",verse_number_in_rendered
standard,Easter/2/Monday/I/II,267,first_reading,Acts 4.23-31,After Peter and John were released by the rulers and elders,"In those days,",When they were released they went to their friends and reported what the chief priests and the elders had said to them.,Reading text unavailable for Acts 4.23-31.,text_unavailable
standard,Easter/2/Monday/I/II,267,gospel,John 3.1-8,"Now there was a Pharisee named Nicodemus, a leader of the Jews.","At that time,","Now there was a man of the Pharisees, named Nicodemus, a ruler of the Jews.",Reading text unavailable for John 3.1-8.,text_unavailable
standard,Easter/2/Tuesday/I/II,268,first_reading,Acts 4.32-37,The whole group of those who believed,"In those days,","Now the company of those who believed were of one heart and soul, and no one said that any of the things which he possessed was his own, but they had everything in common.",Reading text unavailable for Acts 4.32-37.,text_unavailable
standard,Easter/2/Tuesday/I/II,268,gospel,John 3.7b-15,"Jesus said to Nicodemus ""Do not be astonished that I said to you","At that time,","Do not marvel that I said to you, 'You must be born anew.'",Reading text unavailable for John 3.7b-15.,text_unavailable
standard,Easter/2/Wednesday/I/II,269,first_reading,Acts 5.17-26,The high priest and all who were with him,"In those days,","But the high priest rose up and all who were with him, that is, the party of the Sadducees, and filled with jealousy",Reading text unavailable for Acts 5.17-26.,text_unavailable
standard,Easter/2/Wednesday/I/II,269,gospel,John 3.16-21,"Jesus said to Nicodemus ""God so loved the world that he gave his only Son","At that time,","For God so loved the world that he gave his only Son, that whoever believes in him should not perish but have eternal life.",Reading text unavailable for John 3.16-21.,text_unavailable
standard,Easter/2/Thursday/I/II,270,first_reading,Acts 5.27-33,When the temple police had brought the apostles,"In those days,","And when they had brought them, they set them before the council. And the high priest questioned them,",Reading text unavailable for Acts 5.27-33.,text_unavailable
standard,Easter/2/Thursday/I/II,270,gospel,John 3.31-36,"Jesus said to Nicodemus ""The one who comes from above is above all","At that time,","He who comes from above is above all; he who is of the earth belongs to the earth, and of the earth he speaks; he who comes from heaven is above all.",Reading text unavailable for John 3.31-36.,text_unavailable
standard,Easter/2/Friday/I/II,271,first_reading,Acts 5.34-42,The apostles were being questioned by the high priest before the council.,"In those days,","But a Pharisee in the council named Gamali-el, a teacher of the law, held in honor by all the people, stood up and ordered the men to be put outside for a while.",Reading text unavailable for Acts 5.34-42.,text_unavailable
standard,Easter/2/Friday/I/II,271,gospel,John 6.1-15,Jesus went to the other side of the Sea of Galilee,"At that time,","After this Jesus went to the other side of the Sea of Galilee, which is the Sea of Tiberi-as.",Reading text unavailable for John 6.1-15.,text_unavailable
standard,Easter/3/Sunday/A,,first_reading,"Acts 2:14, 22-33",THEN Peter stood up with the Eleven,"In those days,","But Peter, standing with the eleven, lifted up his voice and addressed them, ""Men of Judea and all who dwell in Jerusalem, let this be known to you, and give ear to my words.","14. But Peter, standing with the eleven, lifted up his voice and addressed them, ""Men of Judea and all who dwell in Jerusalem, let this be known to you, and give ear to my words.",raw_verse_conjunction:but; verse_number_in_rendered
standard,Easter/3/Sunday/A,,gospel,Luke 24:13-35,"THAT very day, the first day of the week","At that time,","That very day two of them were going to a village named Emmaus, about seven miles  from Jerusalem,","13. That very day two of them were going to a village named Emmaus, about seven miles  from Jerusalem,",raw_verse_pronoun:that; verse_number_in_rendered
standard,Easter/3/Sunday/B,,first_reading,"Acts 3:13-15, 17-19",PETER said to the people,"In those days,","The God of Abraham and of Isaac and of Jacob, the God of our fathers, glorified his servant  Jesus, whom you delivered up and denied in the presence of Pilate, when he had decided to release him.","13. PETER said to the:: The God of Abraham and of Isaac and of Jacob, the God of our fathers, glorified his servant  Jesus, whom you delivered up and denied in the presence of Pilate, when he had decided to release him.",verse_number_in_rendered
standard,Easter/3/Sunday/B,,gospel,Luke 24:35-48,THE two disciples recounted what had taken place on the way,"At that time,","Then they told what had happened on the road, and how he was known to them in the breaking of the bread.","35. THE two disciples recounted:: Then they told what had happened on the road, and how he was known to them in the breaking of the bread.",verse_number_in_rendered
standard,Easter/3/Sunday/C,,first_reading,"Acts 5:27-32, 40b-41",WHEN the captain and the court officers had brought the apostles in,"In those days,","And when they had brought them, they set them before the council. And the high priest questioned them,","27. WHEN the captain and:: And when they had brought them, they set them before the council. And the high priest questioned them,",verse_number_in_rendered
standard,Easter/3/Sunday/C,,gospel,John 21:1-19 or 21:1-14,"AT that time, Jesus revealed himself again to his disciples at","At that time,",[PARSE_ERROR],Reading text unavailable for John 21:1-19 or 21:1-14.,text_unavailable
standard,Easter/3/Monday/I/II,273,first_reading,Acts 6.8-15,"Stephen, full of grace and power","In those days,","And Stephen, full of grace and power, did great wonders and signs among the people.",Reading text unavailable for Acts 6.8-15.,text_unavailable
standard,Easter/3/Monday/I/II,273,gospel,John 6.22-29,After Jesus had fed the crowd from the five loaves,"At that time,","On the next day the people who remained on the other side of the sea saw that there had been only one boat there, and that Jesus had not entered the boat with his disciples, but that his disciples had gone away alone.",Reading text unavailable for John 6.22-29.,text_unavailable
standard,Easter/3/Tuesday/I/II,274,first_reading,Acts 7.51 - 8.1a,Stephen stood before the council and replied to his accusers,"In those days,","""You stiff-necked people, uncircumcised in heart and ears, you always resist the Holy Spirit. As your fathers did, so do you.",Reading text unavailable for Acts 7.51 - 8.1a.,text_unavailable
standard,Easter/3/Tuesday/I/II,274,gospel,John 6.30-35,After Jesus had fed the crowd from the five loaves,"At that time,","So they said to him, ""Then what sign do you do, that we may see, and believe you? What work do you perform?",Reading text unavailable for John 6.30-35.,text_unavailable
standard,Easter/3/Wednesday/I/II,275,first_reading,Acts 8.1b-8,On the day that Stephen was killed,"In those days,","And Saul was consenting to his death. And on that day a great persecution arose against the church in Jerusalem; and they were all scattered throughout the region of Judea and Samaria, except the apostles.",Reading text unavailable for Acts 8.1b-8.,text_unavailable
standard,Easter/3/Wednesday/I/II,275,gospel,John 6.35-40,After Jesus had fed the crowd with the five loaves,"At that time,","Jesus said to them, ""I am the bread of life; he who comes to me shall not hunger, and he who believes in me shall never thirst.",Reading text unavailable for John 6.35-40.,text_unavailable
standard,Easter/3/Thursday/I/II,276,first_reading,Acts 8.26-40,An angel of the Lord said to Philip,"In those days,","But an angel of the Lord said to Philip, ""Rise and go toward the south  to the road that goes down from Jerusalem to Gaza."" This is a desert road.",Reading text unavailable for Acts 8.26-40.,text_unavailable
standard,Easter/3/Thursday/I/II,276,gospel,John 6.44-51,Those who had been fed by the five loaves,"At that time,",No one can come to me unless the Father who sent me draws him; and I will raise him up at the last day.,Reading text unavailable for John 6.44-51.,text_unavailable
standard,Easter/3/Friday/I/II,277,first_reading,Acts 9.1-20,"Saul, still breathing threats and murder","In those days,","But Saul, still breathing threats and murder against the disciples of the Lord, went to the high priest",Reading text unavailable for Acts 9.1-20.,text_unavailable
standard,Easter/3/Friday/I/II,277,gospel,John 6.52-59,"The Jews disputed among themselves, saying","At that time,","The Jews then disputed among themselves, saying, ""How can this man give us his flesh to eat?""",Reading text unavailable for John 6.52-59.,text_unavailable
standard,Easter/4/Sunday/A,,first_reading,"Acts 2:14a, 36-41",THEN Peter stood up with the Eleven,"In those days,","But Peter, standing with the eleven, lifted up his voice and addressed them, ""Men of Judea and all who dwell in Jerusalem, let this be known to you, and give ear to my words.","14. But Peter, standing with the eleven, lifted up his voice and addressed them, ""Men of Judea and all who dwell in Jerusalem, let this be known to you",raw_verse_conjunction:but; verse_number_in_rendered
standard,Easter/4/Sunday/B,,first_reading,Acts 4:8-12,"PETER, filled with the Holy Spirit, said","In those days,","Then Peter, filled with the Holy Spirit, said to them, ""Rulers of the people and elders,","8. Then Peter, filled with the Holy Spirit, said to them, ""Rulers of the people and elders,",raw_verse_conjunction:then; verse_number_in_rendered
standard,Easter/4/Sunday/B,,gospel,John 10:11-18,"JESUS said: ""I am the good shepherd","At that time,",I am the good shepherd. The good shepherd lays down his life for the sheep.,11. I am the good shepherd. The good shepherd lays down his life for the sheep.,verse_number_in_rendered
standard,Easter/4/Sunday/C,,first_reading,"Acts 13:14, 43-52",PAUL and Barnabas continued on from Perga,"In those days,",but they passed on from Perga and came to Antioch of Pisidia. And on the sabbath day they went into the synagogue and sat down.,14. PAUL and Barnabas continued:: but they passed on from Perga and came to Antioch of Pisidia. And on the sabbath day they went into the synagogue and sat down.,verse_number_in_rendered
standard,Easter/4/Sunday/C,,gospel,John 10:27-30,"JESUS said: ""My sheep hear my voice","At that time,","My sheep hear my voice, and I know them, and they follow me;","27. My sheep hear my voice, and I know them, and they follow me;",verse_number_in_rendered
standard,Easter/4/Monday/I/II,279,first_reading,Acts 11.1-18,Now the apostles and the believers who were in Judea,"In those days,",Now the apostles and the brethren who were in Judea heard that the Gentiles also had received the word of God.,Reading text unavailable for Acts 11.1-18.,text_unavailable
standard,Easter/4/Monday/I/II,279,gospel,John 10.11-18,"Jesus said to the Pharisees ""I am the good shepherd","At that time,",I am the good shepherd. The good shepherd lays down his life for the sheep.,Reading text unavailable for John 10.11-18.,text_unavailable
standard,Easter/4/Tuesday/I/II,280,first_reading,Acts 11.19-26,Now those who were scattered because of the persecution,"In those days,","Now those who were scattered because of the persecution that arose over Stephen traveled as far as Phoenicia and Cyprus and Antioch, speaking the word to none except Jews.",Reading text unavailable for Acts 11.19-26.,text_unavailable
standard,Easter/4/Tuesday/I/II,280,gospel,John 10.22-30,At that time the festival of the Dedication took place in Jerusalem.,"At that time,",It was the feast of the Dedication at Jerusalem;,Reading text unavailable for John 10.22-30.,text_unavailable
standard,Easter/4/Wednesday/I/II,281,first_reading,Acts 12.24 - 13.5a,The word of God continued to advance and gain adherents.,"In those days,",But the word of God grew and multiplied.,Reading text unavailable for Acts 12.24 - 13.5a.,text_unavailable
standard,Easter/4/Wednesday/I/II,281,gospel,John 12.44-50,Although Jesus had performed so many signs in the presence of the people,"At that time,","And Jesus cried out and said, ""He who believes in me, believes not in me but in him who sent me.",Reading text unavailable for John 12.44-50.,text_unavailable
standard,Easter/4/Thursday/I/II,282,first_reading,Acts 13.13-25,Paul and his companions set sail from Paphos,"In those days,","Now Paul and his company set sail from Paphos, and came to Perga in Pamphylia. And John left them and returned to Jerusalem;",Reading text unavailable for Acts 13.13-25.,text_unavailable
standard,Easter/4/Thursday/I/II,282,gospel,John 13.16-20,After Jesus had washed the feet of the disciples,"At that time,","Truly, truly, I say to you, a servant  is not greater than his master; nor is he who is sent greater than he who sent him.",Reading text unavailable for John 13.16-20.,text_unavailable
standard,Easter/4/Friday/I/II,283,first_reading,Acts 13.26-33,When Paul and his companion reached Antioch,"In those days,","""Brethren, sons of the family of Abraham, and those among you that fear God, to us has been sent the message of this salvation.",Reading text unavailable for Acts 13.26-33.,text_unavailable
standard,Easter/4/Friday/I/II,283,gospel,John 14.1-6,Jesus knew that his hour had come to depart from this world,"At that time,","""Let not your hearts be troubled; believe  in God, believe also in me.",Reading text unavailable for John 14.1-6.,text_unavailable
standard,Easter/5/Sunday/B,,first_reading,Acts 9:26-31,WHEN Saul arrived in Jerusalem he tried to join the disciples,"In those days,","And when he had come to Jerusalem he attempted to join the disciples; and they were all afraid of him, for they did not believe that he was a disciple.","26. WHEN Saul arrived in:: And when he had come to Jerusalem he attempted to join the disciples; and they were all afraid of him, for they did not believe that he was a disciple.",verse_number_in_rendered
standard,Easter/5/Sunday/C,,first_reading,Acts 14:21-27,AFTER Paul and Barnabas had proclaimed the good news,"In those days,","When they had preached the gospel to that city and had made many disciples, they returned to Lystra and to Iconium and to Antioch,","21. AFTER Paul and Barnabas:: When they had preached the gospel to that city and had made many disciples, they returned to Lystra and to Iconium and to Antioch,",verse_number_in_rendered
standard,Easter/5/Sunday/C,,gospel,"John 13:31-33a, 34-35","WHEN Judas had left them, Jesus said","At that time,","When he had gone out, Jesus said, ""Now is the Son of man glorified, and in him God is glorified;","31. WHEN Judas had left:: When Jesus had gone out, Jesus said, ""Now is the Son of man glorified, and in him God is glorified;",verse_number_in_rendered
standard,Easter/5/Monday/I/II,285,first_reading,Acts 14.5-18,At Iconium Paul and Barnabas spoke in such a way,"In those days,","When an attempt was made by both Gentiles and Jews, with their rulers, to molest them and to stone them,",Reading text unavailable for Acts 14.5-18.,text_unavailable
standard,Easter/5/Monday/I/II,285,gospel,John 14.21-26,Before the festival of the Passover,"At that time,","He who has my commandments and keeps them, he it is who loves me; and he who loves me will be loved by my Father, and I will love him and manifest myself to him.""",Reading text unavailable for John 14.21-26.,text_unavailable
standard,Easter/5/Tuesday/I/II,286,first_reading,Acts 14.19-28,While Paul and Barnabas were at Lystra,"In those days,","But Jews came there from Antioch and Iconium; and having persuaded the people, they stoned Paul and dragged him out of the city, supposing that he was dead.",Reading text unavailable for Acts 14.19-28.,text_unavailable
standard,Easter/5/Tuesday/I/II,286,gospel,John 14.27-31a,When the hour had come to depart from this world,"At that time,","Peace I leave with you; my peace I give to you; not as the world gives do I give to you. Let not your hearts be troubled, neither let them be afraid.",Reading text unavailable for John 14.27-31a.,text_unavailable
standard,Easter/5/Wednesday/I/II,287,first_reading,Acts 15.1-6,Certain individuals came down from Judea and were teaching the brothers,"In those days,","But some men came down from Judea and were teaching the brethren, ""Unless you are circumcised according to the custom of Moses, you cannot be saved.""",Reading text unavailable for Acts 15.1-6.,text_unavailable
standard,Easter/5/Wednesday/I/II,287,gospel,John 15.1-8,When the hour had come to depart from this world and go to the Father,"At that time,","""I am the true vine, and my Father is the vinedresser.",Reading text unavailable for John 15.1-8.,text_unavailable
standard,Easter/5/Thursday/I/II,288,first_reading,Acts 15.7-21,The apostles and the elders met together,"In those days,","And after there had been much debate, Peter rose and said to them, ""Brethren, you know that in the early days God made choice among you, that by my mouth the Gentiles should hear the word of the gospel and believe.",Reading text unavailable for Acts 15.7-21.,text_unavailable
standard,Easter/5/Thursday/I/II,288,gospel,John 15.9-11,Before the festival of the Passover,"At that time,","As the Father has loved me, so have I loved you; abide in my love.",Reading text unavailable for John 15.9-11.,text_unavailable
standard,Easter/5/Friday/I/II,289,first_reading,Acts 15.22-31,The apostles and the elders,"In those days,","Then it seemed good to the apostles and the elders, with the whole church, to choose men from among them and send them to Antioch with Paul and Barnabas. They sent Judas called Barsabbas, and Silas, leading men among the brethren,",Reading text unavailable for Acts 15.22-31.,text_unavailable
standard,Easter/5/Friday/I/II,289,gospel,John 15.12-17,Before the hour had come to depart from this world,"At that time,","""This is my commandment, that you love one another as I have loved you.",Reading text unavailable for John 15.12-17.,text_unavailable
