season,week,day,feast,rank,color,month,day_of_month,title,collect,secret,communion,postcommunion,source_file
Sancti,,Feast,08-24,,,08,24,St. Bartholomew the Apostle,"Almighty, eternal God, Who bestowed on us the devout and holy joy of this day to celebrate the feast of Your blessed Apostle Bartholomew, grant unto Your Church, we beseech You, both to love what he believed and to preach what he taught.","We beseech You, O Lord, that we who keep the feast of Your blessed Apostle Bartholomew, may, by his help, obtain Your blessings, since we offer You this sacrifice of praise in his honor.",,"We have received, O Lord, the pledge of everlasting redemption; may it, by the intercession of blessed Bartholomew, Your Apostle, be our help both now and in the life to come.",08-24.txt
Sancti,,Feast,08-25,,,08,25,"St. Louis, Confessor","O God, Who transported Your blessed Confessor Louis from an earthly throne to the glory of the heavenly kingdom, by his merits and intercession we beseech You to make us of the company of the King of kings, Jesus Christ Your Son.","Grant, we beseech You, almighty God, that as blessed Louis, Your Confessor, spurning the delights of the world, labored earnestly to please Christ, the only King, so may his prayer make us pleasing to You.",,"O God, Who made Your blessed Confessor, Louis, wonderful on earth and glorious in heaven, make him, we beseech You, the defender of Your Church.",08-25.txt
Sancti,,Feast,08-26,,,08,26,"St. Zephyrinus, Pope and Martyr","(nisi communi Summorum Pontificum) 
Grant, we beseech thee, O Almighty God, that as the worthy acts of thy blessed Bishop and martyr Zephyrinus are made unto us a cause of joy, so his exampl
may be of betterment.",,,,08-26.txt
Sancti,,Feast,08-27,,,08,27,"St. Joseph Calasanz, Confessor","O God, Who through St. Joseph, Your Confessor, did graciously will to provide Your Church with a new help for the training of youth in the spirit of understanding and holiness; grant, we beseech You, that, following his example and through his intercession, we may live and teach so as to acquire an everlasting reward.","Upon Your altar we heap our offerings, O Lord, that they may win mercy for us through the prayer of him whom You have given to help us.","!Mark 10:14
Let the little children come to Me, and do not hinder them, for of such is the kingdom of God.","Made holy by the sacrament of salvation, O Lord, we pray that, by the intercession of St. Joseph, Your Confessor, we may continue our progress to an ever greater degree of holiness.",08-27.txt
Sancti,,Feast,08-28,,,08,28,"St. Augustine of Hippo, Bishop, Confessor, and Doctor of the Church","Give heed to our humble prayers, almighty God, and through the intercession of blessed Augustine, Your Confessor and Bishop, kindly grant Your oft-given mercy to those upon whom You bestow great hope in Your forgiveness.",,,,08-28.txt
Sancti,,Feast,08-28,,,08,28,"St. Hermes, Martyr","O God, Who strengthened blessed Hermes, Your Martyr, with the virtue of steadfastness in his suffering, grant that, emulating him, and out of love for You, we may look upon worldly success as nought and fear no earthly danger.","We offer You, O Lord, the sacrifice of praise in memory of Your Saints; grant, we beseech You, that what has bestowed glory on them may profit us unto salvation.",,"Filled with heavenly blessings, O Lord, we beseech Your mercy that, by the intercession of blessed Hermes, Your Martyr, we may experience the saving effects of the rite we humbly perform.",08-28cc.txt
Sancti,,Feast,08-29,,,08,29,Beheading of St. John the Baptist,"May the great festival of St. John the Baptist, Your Precursor and Martyr, we beseech You, O Lord, assure for us the results of Your saving help.","We pray, O Lord, that the offerings we bring You in memory of the agonizing death of Your holy Martyr, John the Baptist, may, by his help, be of profit for our salvation.","!Ps 20:4
You placed on his head, O Lord, a crown of pure gold.","May the solemn festival of St. John the Baptist bring us the grace, O Lord, both to venerate the foreshadowing of the wondrous sacrament we have received and to rejoice because it has been fulfilled in us.",08-29.txt
Sancti,,Feast,08-30,,,08,30,"St. Rose of Lima, Virgin","Almighty God, Giver of all good things, Who willed that blessed Rose, imbued in early life with the dew of heavenly grace, should bloom among the Indians with the beauty of virginity and patience, grant unto us, Your servants, that, following the fragrance of her sweetness, we may be found worthy to become a sweet savor of Christ.",,,,08-30.txt
Sancti,,Feast,08-30,,,08,30,"St. Felix and Adauctus, Martyrs","We humbly entreat Your Majesty, O Lord, that as You continually gladden us by the commemoration of Your Saints, so may You ever protect us as a result of their prayers.","Look with favor, O Lord, on the offerings of Your people; may they find profitable for their salvation that rite which they devoutly perform in honor of Your Saints.","!Matt 10:27
v. That which I tell you in the dark, speak ye in the light: and that which you hear in the ear, preach ye upon the housetops.","Filled by the holy sacrament, O Lord, we beseech You that, by the intercession of Your Saints, we may spend our lives in giving thanks to You.",08-30o.txt
Sancti,,Feast,08-31,,,08,31,"St. Raymond Nonnatus, Confessor","O God, Who made blessed Raymund, Your Confessor, famous for delivering Your faithful from the captivity of the infidels, grant us by his intercession that, having been released from the bonds of our sins, we may with free minds do what is pleasing to You.",,,,08-31.txt
Sancti,,Feast,09-01,,,09,01,"Twelve Holy Brothers, Martyrs","May the brotherly crown of Your Martyrs, O Lord, give us joy and may it afford to our faith an increase of virtues and console us with many prayers.","May we perform with pious mind the sacramental rites, O Lord, in honor of the holy Martyrs, and by them, may both protection and joy increase for us.",,"Grant, we beseech You, almighty God, that we may follow more and more the faith of those whose memory we venerate in receiving Your sacrament.",09-01cc.txt
Sancti,,Feast,09-02,,,09,02,"St. Stephen, King of Hungary, Confessor","We beseech You, almighty God, that Your Church be worthy to have as her glorious defender in heaven blessed Stephen, Your Confessor, whom she had as her champion while he reigned on earth.","Look with favor, almighty God, upon the offerings we bring to you, and grant that we, who celebrate the mysteries of our Lord’s passion, may strive to imitate what we commemorate.",,"Grant, we beseech You, almighty God, that we may follow in proper reverence the faith of blessed Stephen, Your Confessor, who as a reward for spreading that faith, was found worthy to pass from an earthly throne into the glory of Your heavenly Kingdom.",09-02.txt
Sancti,,Feast,09-03,,,09,03,"St. Pius X, Pope and Confessor","O God Who, for the defense of the Catholic faith and the restoration of all things in Christ, filled St. Pius, the Supreme Pontiff, with heavenly wisdom and apostolic fearlessness, mercifully grant that, by following his teachings and examples, we may receive Your eternal rewards.","Having graciously accepted our offerings, we beseech You, O Lord, that we may ever treat this divine sacrament with sincere veneration and receive it with faithful heart, through the prayers of St. Pius, Your Supreme Pontiff.","!John 6:56-57
My Flesh is food indeed, and My Blood is drink indeed. He who eats My Flesh and drinks My Blood, abides in Me and I in him.","We, who have been filled with strength at the heavenly table, beseech You, O Lord, our God, that by the intercession of St. Pius, Supreme Pontiff, we may be made firm in faith and of one mind in Your love.",09-03.txt
Sancti,,Feast,09-08,,,09,08,,"Bestow upon Your servants, we beseech You, O Lord, the gift of heavenly grace, that, as the child-bearing of the Blessed Virgin stood for the beginning of our salvation, so may the solemn feast of her Nativity bring about an increase of peace.","May the humanity of Your only-begotten Son help us, O Lord, as He, Who, born of a virgin did not lessen but consecrated the purity of His mother, so, on the festival of her Nativity may Jesus Christ, our Lord, free us from our sins and render our sacrifice acceptable to You.",,,09-08.txt
Sancti,,Feast,09-09,,,09,09,"S. Gorgonius, Martyr","May Gorgonius, Your Saint, O Lord, gladden us by his intercession, and cause us to rejoice on his festival which we are devoutly keeping.","O Lord, may the offering which we, Your servants, present be pleasing to You because St. Gorgonius, Your Martyr, intercedes for us.",,"May Your everlasting kindness fill Your faithful people with new life, and may they be ever refreshed by the good fragrance of Christ, your Son, through Gorgonius, Your Martyr.",09-09.txt
Sancti,,Feast,09-11,,,09,11,Sts. Protus and Hyacinth Martyrs,"May the precious witness of Your blessed Martyrs, Protus and Hyacinth, comfort us, O Lord, and may their kind intercession continually protect us.","O Lord, in memory of Your holy Martyrs, Protus and Hyacinth, we pay our debt to You through these offerings; grant, we beseech You, that they may procure for us the remedy of eternal salvation.",,"Through the prayer of Your blessed Martyrs, Protus and Hyacinth, may the reception of the holy sacrament purify us, O Lord.",09-11.txt
Sancti,,Feast,09-12,,,09,12,,"Grant, we beseech You, almighty God, that through the protection of the most holy Virgin Mary, Your faithful people who delight in her name may, by her loving intercession, be delivered from all evils on earth and be found worthy to attain everlasting happiness in heaven.",,,,09-12.txt
Sancti,,Feast,09-14,,,09,14,,"O God, Who gladden us this day by the yearly feast of the Exaltation of the Holy Cross, grant, we beseech You, that we who know on earth the mysteries of Christ may be found worthy to obtain in heaven the rewards of His redemption.","We who are about to take as nourishment the Body and Blood of Jesus Christ our Lord, through Whom the Cross became a holy emblem, beseech You, O Lord, that just as we have the grace to honor it, so we may forever enjoy the salvation it has won for us.","Through the sign of the Cross, deliver us from our enemies, O our God.","Stand by us, O Lord our God, and protect by Your everlasting help those to whom You have given strength through Your sacrament.",09-14.txt
Sancti,,Feast,09-15,,,09,15,,"O God, in Whose Passion the sword, according to the prophecy of blessed Simeon, pierced through the soul of Mary, the glorious Virgin and Mother, mercifully grant that we, who reverently commemorate her piercing through and her suffering, may, by the interceding glorious merits of all the saints faithfully standing by the Cross, obtain the abundant fruit of Your passion.","O Lord Jesus Christ, we offer You prayers and sacrificial gifts, humbly beseeching You that, as we prayerfully recall the piercing of the most sweet soul of Your blessed Mother Mary, so through the merits of Your death and the manifold intercession of her and her holy friends at the foot of the Cross, we may have our reward with the blessed.","Happy the Heart of the Blessed Virgin Mary, which without dying earned the palm of martyrdom beneath the Cross of our Lord.","O Lord Jesus Christ, may the sacrifices of which we have partaken, while devoutly celebrating the piercing of Your Virgin Mother’s soul, obtain for us, through Your kindness, the good effect of salvation.",09-15.txt
Sancti,,Feast,09-15,,,09,15,"St. Nicomedes, Martyr","Stand by Your people, O Lord, that, celebrating the wondrous merits of blessed Nicomedes, Your Martyr, we may obtain mercy through the help of his prayers.","Graciously accept, O Lord, the gifts we offer You, and may the prayer of the blessed Martyr, Nicomedes, make them pleasing to Your Majesty.",,"May the sacrament we have received purify us, O Lord, and may the intercession of blessed Nicomedes, Your Martyr, cause us to be absolved from all sin.",09-15cc.txt
Sancti,,Feast,09-16,,,09,16,"Ss. Euphemia, Lucy and Geminian, Martyrs","O Lord, grant that our prayers may bear fruit in joy, that we who each year devoutly honor the death of the Martyrs, Euphemia, Lucy and Geminianus, may also follow them by steadfastness in faith.","Graciously look upon the prayers of Your people, O Lord, and grant that we may enjoy the spiritual help of those whose festival You permit us to celebrate.",,"O Lord, hear our prayers and comfort us by the continual assistance of Your Martyrs, Euphemia, Lucy and Geminianus, whose festival we solemnly celebrate.",09-16cc.txt
Sancti,,Feast,09-17,,,09,17,Impression of the Stigmata of St. Francis,"O Lord, Jesus Christ, Who, to inflame our hearts with the fire of Your love when the world was becoming cold in spirit, renewed in the flesh of most blessed Francis the sacred marks of Your own passion, graciously grant that by his merits and prayers we may steadfastly carry our cross and bring forth worthy fruits of penance.","Make holy the gifts dedicated to You, O Lord, and by the intercession of blessed Francis, cleanse us from every stain of sin.",,"O God, Who in many ways showed in blessed Francis the wondrous mysteries of the Cross, grant, we beseech You, that we may always follow the example of his holiness and be strengthened by unceasing meditation upon that very Cross.",09-17.txt
Sancti,,Feast,09-18,,,09,18,St. Joseph of Cupertino Confessor,"O God, Who willed that all things be drawn unto Your Son when He was raised above the earth, mercifully grant, by the merits and example of Your seraphic Confessor Joseph, that, having been raised above all earthly desires, we may be found worthy to come unto Him.",,,,09-18.txt
Sancti,,Feast,09-21,,,09,21,"St. Matthew, Apostle and Evangelist","May we be helped, O Lord, by the prayers of the blessed Apostle and Evangelist Matthew, that what we ourselves cannot obtain, may be granted by his intercession.","May the prayers of the blessed Apostle and Evangelist, Matthew, recommend to You the offering made by Your Church, which is taught by his glorious preaching.","!Ps 20:6
Great is his glory in Your victory; majesty and splendor You conferred upon him, O Lord.","Having received Your sacrament, O Lord, we implore You, that what we have celebrated in honor of St. Matthew, Your Apostle and Evangelist, may by his intercession, benefit us as a healing remedy.",09-21.txt
Sancti,,Feast,09-22,,,09,22,"St. Thomas of Villanova, Bishop and Confessor","O God, Who endowed blessed Bishop Thomas with the virtue of special pity for the poor, we beseech You, through his intercession, generously to pour forth the riches of Your mercy upon all those who pray to You.",,,,09-22.txt
Sancti,,Feast,09-22,,,09,22,"Ss. Maurice and companions, Martyrs","Be merciful, almighty God, we beseech You, that the solemn feast of Your martyrs, Mauritius and his Companions, may gladden us, so that we who rely on their patronage may joyfully celebrate the anniversary of their martyrdom.","Look graciously, we beseech You, O Lord, upon the offerings we bring in commemoration of Your holy Martyrs, Mauritius and his Companions, and grant that through the intercession of those in whose honor we offer them and who make them pleasing unto You, they may forever benefit us.",,"Refreshed and made joyful by the heavenly sacrament, we humbly beseech You, O Lord, to protect us by the help of those in whose triumph we glory.",09-22o.txt
Sancti,,Feast,09-23,,,09,23,"St. Thecla, Virgin & Martyr","Grant, we beseech thee, Almighty God, unto all thy servants who do here keep the birthday of thy blessed Virgin and Martyr Thecla, and do year by year rejoice at her solemn commemoration, that they may have grace to follow after the pattern of her great faith.",,,,09-23cc.txt
Sancti,,Feast,09-24,,,09,24,,"O God, Who for the deliverance of Christians from the power of the pagans, graciously willed to enrich Your Church by a new religious offspring through the most glorious Mother of Your Son; grant, we beseech You, that by the merits and intercession of her whom we piously venerate as the founder of so great a work, we may be delivered from all our sins and from the captivity of the devil.",,,,09-24.txt
Sancti,,Feast,09-26,,,09,26,"Sts. Cyprian and Justina, Martyrs","May the continual protection of the blessed Martyrs Cyprian and Justina comfort us, O Lord, for You do not cease to behold with favor those whom You have granted the grace of such assistance.",,,,09-26.txt
Sancti,,Feast,09-26,,,09,26,"Sts. Isaac Jogues, Jean de Brébeuf and Companions, Martyrs","O God, Who, by the preaching and the blood of Your holy Martyrs, John, Isaac and their companions, consecrated the first fruits of the faith in the vast areas of North America, mercifully grant that, through their intercession, the fruitful harvest of Christians may everywhere increase day by day.","Grant, O Lord, that we may with pure minds offer unto You this immaculate host, which the spotless purity of life and the continual zeal of mortification rendered a most delightful banquet for Your blessed Martyrs.","!Phil 1:20-21
Christ will be glorified in my body, whether through life or through death. For to me, to live is Christ, and to die is gain.","Refreshed by the Bread of the strong, grant unto us, almighty God, that, just as Your holy Martyrs John, Isaac, and their companions, strengthened by the same sustenance, hesitated not to lay down their lives for their brethren, so also may we, bearing one another’s burdens, love our neighbors both in deed and in truth.",09-26n.txt
Sancti,,Feast,09-27,,,09,27,"Sts. Cosmas and Damian, Martyrs","Grant, we beseech You, almighty God, that we who celebrate the anniversary of the death of Your holy Martyrs, Cosmas and Damian, may by their intercession be delivered from all the evils that threaten us.","Let not the gracious prayer of Your saints fail us, O Lord, but may it make our offerings acceptable to You and obtain for us your mercy.","!Ps 78:2, 11
They have given the corpses of Your servants, O Lord, as food to the birds of heaven, the flesh of Your faithful ones to the beasts of the earth. With Your great power free those doomed to death.","May the participation granted in Your heavenly banquet and the united prayers of the saints, we beseech You, O Lord, protect Your people.",09-27.txt
Sancti,,Feast,09-28,,,09,28,"St. Wenceslaus, Duke and Martyr","O God, Who through the palm of martyrdom transported blessed Wenceslaus from an earthly dominion unto heavenly glory, keep us, by his prayers, from all harm and grant us to rejoice in his fellowship.",,,,09-28.txt
Sancti,,Feast,09-29,,,09,29,Dedication of the Archbasilica of St. Michael the Archangel,"O God, Who assign according to a wondrous order the duties of Angels and men, mercifully grant that our life on earth be guarded by those who continually stand in Your presence and minister to You in heaven.","We offer You sacrifices of praise, O Lord, humbly praying You to accept them graciously and to grant that they may be helpful for our salvation through the intercession of the Angels who intercede for us.","!Dan 3:58
All you Angels of the Lord, bless the Lord: sing a hymn, and exalt Him above all forever. (Alleluia.)","Relying upon the intercession of blessed Michael, Your Archangel, O Lord, we humbly pray You, that what we have received by our mouth may give grace to our mind.",09-29.txt
Sancti,,Feast,09-30,,,09,30,"St. Jerome, Priest, Confessor and Doctor of the Church","O God, Who graciously gave Your Church blessed Jerome, Your Confessor and peerless teacher, to explain the Holy Scriptures, grant, we beseech You, that, with the help of his merits and by Your assistance, we may be able to put into practice what he has taught us by his life and works.","By Your heavenly gifts, grant us, O Lord, we pray, to serve You with a free mind, so that the offerings we present, may, by the intercession of blessed Jerome, Your Confessor, lead us to heavenly glory.",,"Filled with heavenly food, we beseech You, O Lord, that by the intercession of blessed Jerome, Your Confessor, we may be found worthy to obtain the favor of Your mercy.",09-30.txt
Sancti,,Feast,10-02,,,10,02,Guardian Angels,"O God, Who in Your wondrous providence graciously send Your Angels to watch over us, grant that we who pray to You may be ever under their protection and may rejoice in their unending companionship.","Accept, O Lord, the gifts which we offer in honor of Your holy Angels, and mercifully grant that we may be freed from present perils by their perpetual protection and attain unto life everlasting.","!Dan 3:58
All you Angels of the Lord, bless the Lord: sing a hymn, and exalt Him above all forever.","Rejoicing on the feast of Your holy Angels, O Lord, we have received the divine sacrament; we pray that we may ever be freed, by their protection, from the snares of the enemy and be preserved from all harm.",10-02.txt
Sancti,,Feast,10-03,,,10,03,"St. Thérèse of the Child Jesus, Virgin","O Lord, Who said: Unless you become as little children, you shall not enter into the Kingdom of Heaven, grant us, we beseech You, so to follow the footsteps of blessed Theresa, the Virgin, in humility and simplicity of heart that we may obtain everlasting rewards.","We beseech You, O Lord, may the holy prayers of blessed Theresa, Your Virgin, commend our sacrifice to You, so that it may be made acceptable by her merits in whose honor it is solemnly offered.","!Deut 32:10-12
He led her about and taught her, and He guarded her as the apple of His eye. As an eagle He spread His wings to receive her and bore her up on His pinions. The Lord alone was her leader.","May the heavenly sacrament, O Lord, enkindle in us that fire of love which urged blessed Theresa, Your Virgin, to offer herself to You as a victim of charity for mankind.",10-03.txt
Sancti,,Feast,10-04,,,10,04,"St. Francis of Assisi, Confessor","O God, Who by the good works of blessed Francis enriched Your Church by establishing a new religious family, grant us to imitate him by emulation of him, by looking upon the things of earth as nought and ever to rejoice in sharing Your heavenly gifts.",,,"May heavenly grace, we beseech You, O Lord, increase Your Church, which You mercifully enlightened by the glorious virtues and example of blessed Francis, Your Confessor.",10-04.txt
Sancti,,Feast,10-06,,,10,06,"St. Bruno, Confessor","May we be aided by the intercession of St. Bruno, Your Confessor, we beseech You, O
Lord; that we, who have grievously offended Your Majesty by sin, may, by his merits and prayers, obtain forgiveness for our offenses.",,,,10-06.txt
Sancti,,Feast,10-07,,,10,07,,"O God, Whose only-begotten Son, by His life, death and resurrection, has merited for us the grace of eternal salvation, grant, we beseech You, that, meditating on those mysteries in the most holy Rosary of the Blessed Virgin Mary, we may imitate what they contain and obtain what they promise.","Grant us, we beseech You, O Lord, to be properly prepared to offer these gifts, and, through the mysteries of the most holy Rosary, so to keep in mind the life, passion and glory of Your only-begotten Son, that we may be made worthy of His promises.","!Ecclus 39:19
Break forth in blossoms like the lily, and yield a smell, and bring forth leaves in grace, and praise with canticles, and bless the Lord in His works.","May the prayers of Your most holy Mother, whose Rosary we are honoring, help us, we beseech You, O Lord, that we may derive strength from the mysteries we celebrate and obtain benefit from the sacrament we have received.",10-07.txt
Sancti,,Feast,10-07,,,10,07,"Sts. Sergius, Bacchus, Marcellus and Apuleius, Martyrs","May the blessed merits of Your holy Martyrs, Sergius, Bacchus, Marcellus and Apuleius, continually benefit us, O Lord, and make us ever fervent in Your love.","By the worthy prayer of Your Saints, we beseech You, O Lord, may this victim, fitting for sacrifice, cause Your Majesty to be appeased in us.",,"May we be strengthened, O Lord, by the sacrament we have received, and protected through the intercession of Your holy Martyrs, Sergius, Bacchus, Marcellus and Apuleius, by heavenly armor against all the wickedness besetting us.",10-07cc.txt
Sancti,,Feast,10-07,,,10,07,"St. Mark, Pope and Confessor","(nisi rubrica 196)
Graciously hear our supplications, O Lord, and for the sake of thy Blessed Confessor and Bishop Mark, grant to us in thy mercy both pardon and peace.",,,"(nisi rubrica 196)
Grant, O Lord, we beseech thee, that thy faithful people may always joyfully honour thy saints, and ever be protected by their prayers.",10-07t.txt
Sancti,,Feast,10-08,,,10,08,"St. Birgitta, Widow","O Lord, our God, Who through your only-begotten Son revealed secrets to blessed Bridget, grant that through her kind intercession, we, Your servants, may rejoice and be glad in the revelation of Your eternal glory.",,,,10-08.txt
Sancti,,Feast,10-09,,,10,09,"St. John Leonard, Confessor","O God, Who in a wondrous way graciously urged blessed John, Your Confessor, to propagate Your faith among the pagans, and through him brought together a new religious family in Your Church for the education of the faithful, grant Your servants so to profit by his teaching that we may reach everlasting rewards.","Accept, O Lord, the pure offering of this saving sacrifice, and by the intercession of blessed John, Your Confessor, grant that it may be offered up unceasingly throughout the world.","!Phil 3:7
The things that were gain to me, these, for the sake of Christ, I have counted loss.","Refreshed by the holy sacrament of Your precious Body and Blood, we beseech You, O Lord, that, following the example of blessed John, Your Confessor, may we strive to profess what he believed and in our actions put into practice what he taught.",10-09.txt
Sancti,,Feast,10-09,,,10,09,"Sts. Denis, Bishop, Rusticus et Eleutherius, Martyrs","O God, Who on this day strengthened blessed Dionysius, Your Martyr and Bishop, with the power to be steadfast in his suffering, and were pleased to join with him Rusticus and Eleutherius to preach Your glory to the pagans, grant us, we beseech You, out of love for You, to despise the favors of this world and to fear not its enmity.","Graciously accept, O Lord, the gifts of Your people in honor of Your Saints, and make us holy by their intercession.",,"We who have received Your sacrament beseech You, Lord, that through the intercession of Your blessed Martyrs, Dionysius, Rusticus, and Eleutherius, we may profit unto an increase of eternal salvation.",10-09t.txt
Sancti,,Feast,10-10,,,10,10,"St. Francis Borgia, Confessor","O Lord Jesus Christ, model of true humility and its reward, we beseech Thee, that as Thou made blessed Francis one of Thy glorious imitators by his contempt for earthly honors, grant us to follow his example and to share in his glory.",@Commune/C5b:Secreta:s/Abbot N\./Francis/,,,10-10.txt
Sancti,,Feast,10-11,,,10,11,,"O God, Who, by the message of an Angel, willed to take flesh in the womb of the Blessed Virgin Mary, grant that we, your suppliants, who believe her to be truly the Mother of God, may be helped by her intercession with You.","Through Your mercy, O Lord, and by the intercession of blessed Mary, ever Virgin, the Mother of Your only-begotten Son, may this offering profit us for prosperity and peace, now and forevermore.",,"May this Communion, O Lord, cleanse us of sin, and by the intercession of the Blessed Virgin Mary, the Mother of God, may it make us sharers of heavenly healing.",10-11.txt
Sancti,,Feast,10-13,,,10,13,"St. Edward the Confessor, King","O God, Who crowned blessed King Edward with the glory of eternity, grant us, we beseech You, so to venerate him on earth that we may be worthy to reign with him in heaven.",,,,10-13.txt
Sancti,,Feast,10-14,,,10,14,"St. Callistus, Pope and Martyr","O God, Who behold how we fail in our weakness, mercifully restore us to Your love through the examples of Your Saints.","May this sacrificial offering help to cleanse us of our sins, O Lord, and to assure us of Your everlasting salvation.",,"We beseech You, almighty God, that these consecrated gifts may cleanse us of our sins and by their effect make us lead holy lives.",10-14.txt
Sancti,,Feast,10-15,,,10,15,"St. Teresa of Avila, Virgin","Hear us, O God, our Savior, that as we rejoice in the feast of Blessed Teresa, Your Virgin, so we may be fed with the food of her heavenly teaching and be instructed in the affection of pious devotion.",,,,10-15.txt
Sancti,,Feast,10-16,,,10,16,"St. Hedwig, Widow","O God, Who taught blessed Hedwig to forsake worldly vanities that she might with her whole heart humbly follow Your cross, grant that, through her merits and example, we may learn to renounce the perishable delights of the world and, by embracing Your cross, overcome all things opposed to us.",,,,10-16.txt
Sancti,,Feast,10-17,,,10,17,"St. Marguerite-Marie Alacoque, Virgin","O Lord Jesus Christ, Who wondrously revealed the unsearchable riches of Your Heart to blessed Margaret Mary, the Virgin, grant us, by her merits and through imitating her, to love You in all things and above all things, so that we may be found worthy to possess a lasting dwelling place in Your Heart itself.","May the gifts of Your people be acceptable to You, O Lord, and grant that we be enkindled with that divine fire radiating from the Heart of Your Son, which burned so fervently in blessed Margaret.","!Cant 6:2
I belong to my lover and my lover to me; He browses among the lilies.","Having received the sacrament of Your Body and Blood, we beseech You, O Lord Jesus, grant us by the intercession of blessed Margaret Mary, the Virgin, that, stripping ourselves of worldly vanities, we may be found worthy to put on the meekness and humility of Your Heart.",10-17.txt
Sancti,,Feast,10-18,,,10,18,St. Luke the Evangelist,"O Lord, we beseech You, that Luke, Your holy Evangelist, who for the honor of Your name bore continually in his body the suffering of the cross, may intercede in our behalf.","By Your heavenly gifts, grant us, O Lord, we pray, to serve You with a free mind, so that the offerings we present, may, by the intercession of blessed Luke, Your Evangelist, lead us to heavenly glory.",,"Grant, we beseech You, almighty God, that what we have received from Your holy altar may, by the prayers of Your blessed Evangelist, Luke, make our souls holy and thus keep us safe.",10-18.txt
Sancti,,Feast,10-19,,,10,19,"St. Peter of Alcantara, Confessor","O God, Who graciously made blessed Peter, Your Confessor, glorious by the gift of remarkable penance and sublime contemplation, grant, we beseech You, that, by the merit of his prayers, we may the more easily understand the things of heaven by curbing our passions.",,,,10-19.txt
Sancti,,Feast,10-20,,,10,20,"St. John Cantius, Confessor","Grant, we beseech You, almighty God, that by following the example of blessed John, Your Confessor, we may advance in a knowledge of holiness and, by showing pity for others, obtain Your forgiveness through his merits","Graciously accept these sacrificial gifts, we beseech You, O Lord, through the merits of blessed John, Your Confessor, and grant that, loving You above all things and all mankind because of You, we may be pleasing to You in heart and in deed.","!Luke 6:38
Give, and it shall be given to you; good measure, pressed down, shaken together, running over, shall they pour into your lap.","Filled with the good food of Your precious Body and Blood, we humbly implore Your clemency, O Lord, that by the merits and example of blessed John, Your Confessor, we may imitate his charity and share in his glory.",10-20.txt
Sancti,,Feast,10-23,,,10,23,"St. Anthony Mary Claret, Bishop and Confessor","O God, Who glorified blessed Anthony Mary, Your Confessor and Bishop, because of his zeal for souls, and through him established in the Church new households of men and women religious, we beseech You to grant that, with his counsels as a guide, and through the merits of his prayers, we may continually apply ourselves to seeking the salvation of souls.",,,,10-23r.txt
Sancti,,Feast,10-24,,,10,24,St. Raphael the Archangel;Duplex majus,"O God, Who gave blessed Raphael the Archangel as a traveling companion to Your servant Tobias, grant us, Your servants, ever to be protected by his guardianship and by his help.","We offer You sacrifices of praise, O Lord, humbly praying You to accept them graciously, and to grant that they may be helpful for our salvation through the intercession of the Angels who intercede for us.","!Dan 3:58
All you Angels of the Lord, bless the Lord: sing a hymn, and exalt Him above all forever.","O Lord, graciously send Your holy Archangel Raphael to help us, that he who we know stands ever in the presence of Your Majesty, may present our humble prayers for Your blessing.",10-24.txt
Sancti,,Feast,10-25,,,10,25,"Sts. Chrysanthus and Daria, Martyrs","May the prayer of Your blessed Martyrs, Chrysanthus and Daria, defend us, O Lord, that we may ever enjoy the loving help of those whom we honor by this celebration.","O Lord, may the offering which Your people sacrifice on the anniversary of the death of Your holy Martyrs, Chrysanthus and Daria, be pleasing to You.",,"You have filled us with spiritual joy and delight; grant, we beseech You, O Lord, that by the intercession of Your holy Martyrs, Chrysanthus and Daria, we may spiritually attain what now we ritually perform.",10-25.txt
Sancti,,Feast,10-27,,,10,27,"Vigil of Sts. Simon and Jude, Apostles","Almighty God, grant, we beseech thee, that as we are preventing thine Apostles Simon and Jude, their glorious birth - day, so the same may prevent thy Majesty to win thy good things for us.","Being conscious that the gifts, which we offer thee on the vigil of thy holy apostles Simon and Jude, are hindered from being acceptable to thee, by our guilty conscience; we humbly beseech thee, that their merits may recommend them to thee.","!Ps 78:2; 78:11
They have given the dead bodies of thy servants to be meat for the fowls of the air: the flesh of thy saints for the beasts of the earth: According to the greatness of thy arm, take possession of the children of them that have been put to death.","Grant, O Lord, we humbly beseech thee, by the intercession of thy blessed Apostles Simon and Jude, that the sacrament, which we have received in this life, may procure for us life eternal.",10-27.txt
Sancti,,Feast,10-28,,,10,28,"Sts. Simon and Jude, Apostles","O God, Who have given us a way of coming to know Your name through Your blessed Apostles Simon and Jude, grant us to honor their everlasting glory by becoming more holy and to become more holy by honoring it.","We honor, O Lord, the everlasting glory of Your holy Apostles Simon and Jude; we beseech You, that, purified by this sacramental rite, we may the more worthily celebrate their glory.",,"Having received Your sacrament, we humbly beseech You, O Lord, that, by the intercession of Your blessed Apostles Simon and Jude, the rite we perform in honor of their passion may profit us as a healing remedy.",10-28.txt
